Parameter Sets,Stats,Variance Ratio,LSTM Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.05970215546015567, 'rho': 2221.278374413571, 'd': 0.7343150273906043, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.84912213740458, 'Stressed Variance': 1129.2339915957693, 'Stressed Steady State Time': 13.61813339914219}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.9899999999999995,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.05970215546015567, 'rho': 2221.278374413571, 'd': 0.7343150273906043, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.84912213740458, 'Stressed Variance': 1129.2339915957693, 'Stressed Steady State Time': 13.61813339914219}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.9899999999999995,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.05970215546015567, 'rho': 2221.278374413571, 'd': 0.7343150273906043, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.84912213740458, 'Stressed Variance': 1129.2339915957693, 'Stressed Steady State Time': 13.61813339914219}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.9899999999999995,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.05970215546015567, 'rho': 2221.278374413571, 'd': 0.7343150273906043, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.84912213740458, 'Stressed Variance': 1129.2339915957693, 'Stressed Steady State Time': 13.61813339914219}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.9899999999999995,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.05910239842216417, 'rho': 2243.7604835045013, 'd': 0.7343201402500299, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.799274809160305, 'Stressed Variance': 1181.6189078710447, 'Stressed Steady State Time': 13.618038580005559}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",0.9999999999999996,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.05910239842216417, 'rho': 2243.7604835045013, 'd': 0.7343201402500299, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.933778625954199, 'Stressed Variance': 1199.596416256337, 'Stressed Steady State Time': 13.618038580005559}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.9999999999999996,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.05910239842216417, 'rho': 2243.7604835045013, 'd': 0.7343201402500299, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.933778625954199, 'Stressed Variance': 1199.596416256337, 'Stressed Steady State Time': 13.618038580005559}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.9999999999999996,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.05910239842216417, 'rho': 2243.7604835045013, 'd': 0.7343201402500299, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.933778625954199, 'Stressed Variance': 1199.596416256337, 'Stressed Steady State Time': 13.618038580005559}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.9999999999999996,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.05910239842216417, 'rho': 2243.7604835045013, 'd': 0.7343201402500299, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.933778625954199, 'Stressed Variance': 1199.596416256337, 'Stressed Steady State Time': 13.618038580005559}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.9999999999999996,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.05910239842216417, 'rho': 2243.7604835045013, 'd': 0.7343201402500299, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.933778625954199, 'Stressed Variance': 1199.596416256337, 'Stressed Steady State Time': 13.618038580005559}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.9999999999999996,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.05910239842216417, 'rho': 2243.7604835045013, 'd': 0.7343201402500299, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.933778625954199, 'Stressed Variance': 1199.596416256337, 'Stressed Steady State Time': 13.618038580005559}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.9999999999999996,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.05910239842216417, 'rho': 2243.7604835045013, 'd': 0.7343201402500299, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.933778625954199, 'Stressed Variance': 1199.596416256337, 'Stressed Steady State Time': 13.618038580005559}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.9999999999999996,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.05910239842216417, 'rho': 2243.7604835045013, 'd': 0.7343201402500299, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.933778625954199, 'Stressed Variance': 1199.596416256337, 'Stressed Steady State Time': 13.618038580005559}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.9999999999999996,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.05910239842216417, 'rho': 2243.7604835045013, 'd': 0.7343201402500299, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.933778625954199, 'Stressed Variance': 1199.596416256337, 'Stressed Steady State Time': 13.618038580005559}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.9999999999999996,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.05851457182901061, 'rho': 2266.2425863400827, 'd': 0.7343251521208746, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.189198473282442, 'Stressed Variance': 1047.4169901972498, 'Stressed Steady State Time': 13.61794563500657}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",1.0099999999999996,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.05851457182901061, 'rho': 2266.2425863400827, 'd': 0.7343251521208746, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.302900763358778, 'Stressed Variance': 1062.1760373870986, 'Stressed Steady State Time': 13.61794563500657}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0099999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05851457182901061, 'rho': 2266.2425863400827, 'd': 0.7343251521208746, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.302900763358778, 'Stressed Variance': 1062.1760373870986, 'Stressed Steady State Time': 13.61794563500657}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0099999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05851457182901061, 'rho': 2266.2425863400827, 'd': 0.7343251521208746, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.302900763358778, 'Stressed Variance': 1062.1760373870986, 'Stressed Steady State Time': 13.61794563500657}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0099999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05851457182901061, 'rho': 2266.2425863400827, 'd': 0.7343251521208746, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.302900763358778, 'Stressed Variance': 1062.1760373870986, 'Stressed Steady State Time': 13.61794563500657}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0099999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05851457182901061, 'rho': 2266.2425863400827, 'd': 0.7343251521208746, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.302900763358778, 'Stressed Variance': 1062.1760373870986, 'Stressed Steady State Time': 13.61794563500657}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0099999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05851457182901061, 'rho': 2266.2425863400827, 'd': 0.7343251521208746, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.302900763358778, 'Stressed Variance': 1062.1760373870986, 'Stressed Steady State Time': 13.61794563500657}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0099999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05851457182901061, 'rho': 2266.2425863400827, 'd': 0.7343251521208746, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.302900763358778, 'Stressed Variance': 1062.1760373870986, 'Stressed Steady State Time': 13.61794563500657}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0099999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05851457182901061, 'rho': 2266.2425863400827, 'd': 0.7343251521208746, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.302900763358778, 'Stressed Variance': 1062.1760373870986, 'Stressed Steady State Time': 13.61794563500657}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0099999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05851457182901061, 'rho': 2266.2425863400827, 'd': 0.7343251521208746, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.302900763358778, 'Stressed Variance': 1062.1760373870986, 'Stressed Steady State Time': 13.61794563500657}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0099999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05793832319795572, 'rho': 2288.724683103773, 'd': 0.7343300659659413, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.688511450381679, 'Stressed Variance': 1139.8801886239148, 'Stressed Steady State Time': 13.61785450912452}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",1.0199999999999996,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.05793832319795572, 'rho': 2288.724683103773, 'd': 0.7343300659659413, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.844541984732825, 'Stressed Variance': 1174.002130515413, 'Stressed Steady State Time': 13.61785450912452}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0199999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05793832319795572, 'rho': 2288.724683103773, 'd': 0.7343300659659413, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.844541984732825, 'Stressed Variance': 1174.002130515413, 'Stressed Steady State Time': 13.61785450912452}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0199999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05793832319795572, 'rho': 2288.724683103773, 'd': 0.7343300659659413, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.844541984732825, 'Stressed Variance': 1174.002130515413, 'Stressed Steady State Time': 13.61785450912452}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0199999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05793832319795572, 'rho': 2288.724683103773, 'd': 0.7343300659659413, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.844541984732825, 'Stressed Variance': 1174.002130515413, 'Stressed Steady State Time': 13.61785450912452}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0199999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05793832319795572, 'rho': 2288.724683103773, 'd': 0.7343300659659413, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.844541984732825, 'Stressed Variance': 1174.002130515413, 'Stressed Steady State Time': 13.61785450912452}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0199999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05793832319795572, 'rho': 2288.724683103773, 'd': 0.7343300659659413, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.844541984732825, 'Stressed Variance': 1174.002130515413, 'Stressed Steady State Time': 13.61785450912452}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0199999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05793832319795572, 'rho': 2288.724683103773, 'd': 0.7343300659659413, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.844541984732825, 'Stressed Variance': 1174.002130515413, 'Stressed Steady State Time': 13.61785450912452}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0199999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05793832319795572, 'rho': 2288.724683103773, 'd': 0.7343300659659413, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.844541984732825, 'Stressed Variance': 1174.002130515413, 'Stressed Steady State Time': 13.61785450912452}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0199999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05793832319795572, 'rho': 2288.724683103773, 'd': 0.7343300659659413, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.844541984732825, 'Stressed Variance': 1174.002130515413, 'Stressed Steady State Time': 13.61785450912452}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0199999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05737331379644365, 'rho': 2311.2067739737754, 'd': 0.7343348846332625, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.91824427480916, 'Stressed Variance': 1192.6827816502534, 'Stressed Steady State Time': 13.617765149471477}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",1.0299999999999996,0.425
"[{'sigma_u': 18.0, 'sigma_b': 0.05737331379644365, 'rho': 2311.2067739737754, 'd': 0.7343348846332625, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.838893129770993, 'Stressed Variance': 1191.3177468664412, 'Stressed Steady State Time': 13.617765149471477}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0299999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05737331379644365, 'rho': 2311.2067739737754, 'd': 0.7343348846332625, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.838893129770993, 'Stressed Variance': 1191.3177468664412, 'Stressed Steady State Time': 13.617765149471477}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0299999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05737331379644365, 'rho': 2311.2067739737754, 'd': 0.7343348846332625, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.838893129770993, 'Stressed Variance': 1191.3177468664412, 'Stressed Steady State Time': 13.617765149471477}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0299999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05737331379644365, 'rho': 2311.2067739737754, 'd': 0.7343348846332625, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.838893129770993, 'Stressed Variance': 1191.3177468664412, 'Stressed Steady State Time': 13.617765149471477}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0299999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05737331379644365, 'rho': 2311.2067739737754, 'd': 0.7343348846332625, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.838893129770993, 'Stressed Variance': 1191.3177468664412, 'Stressed Steady State Time': 13.617765149471477}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0299999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05737331379644365, 'rho': 2311.2067739737754, 'd': 0.7343348846332625, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.838893129770993, 'Stressed Variance': 1191.3177468664412, 'Stressed Steady State Time': 13.617765149471477}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0299999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05737331379644365, 'rho': 2311.2067739737754, 'd': 0.7343348846332625, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.838893129770993, 'Stressed Variance': 1191.3177468664412, 'Stressed Steady State Time': 13.617765149471477}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0299999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05737331379644365, 'rho': 2311.2067739737754, 'd': 0.7343348846332625, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.838893129770993, 'Stressed Variance': 1191.3177468664412, 'Stressed Steady State Time': 13.617765149471477}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0299999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05737331379644365, 'rho': 2311.2067739737754, 'd': 0.7343348846332625, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.838893129770993, 'Stressed Variance': 1191.3177468664412, 'Stressed Steady State Time': 13.617765149471477}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0299999999999996,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.05681921797807291, 'rho': 2333.6888591170073, 'd': 0.7343396108615964, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.005648854961832, 'Stressed Variance': 1174.5616474797505, 'Stressed Steady State Time': 13.617677505190082}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",1.0399999999999996,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.05681921797807291, 'rho': 2333.6888591170073, 'd': 0.7343396108615964, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.02763358778626, 'Stressed Variance': 1178.130915774139, 'Stressed Steady State Time': 13.617677505190082}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0399999999999996,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.05681921797807291, 'rho': 2333.6888591170073, 'd': 0.7343396108615964, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.02763358778626, 'Stressed Variance': 1178.130915774139, 'Stressed Steady State Time': 13.617677505190082}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0399999999999996,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.05681921797807291, 'rho': 2333.6888591170073, 'd': 0.7343396108615964, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.02763358778626, 'Stressed Variance': 1178.130915774139, 'Stressed Steady State Time': 13.617677505190082}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0399999999999996,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.05681921797807291, 'rho': 2333.6888591170073, 'd': 0.7343396108615964, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.02763358778626, 'Stressed Variance': 1178.130915774139, 'Stressed Steady State Time': 13.617677505190082}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0399999999999996,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.05681921797807291, 'rho': 2333.6888591170073, 'd': 0.7343396108615964, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.02763358778626, 'Stressed Variance': 1178.130915774139, 'Stressed Steady State Time': 13.617677505190082}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0399999999999996,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.05681921797807291, 'rho': 2333.6888591170073, 'd': 0.7343396108615964, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.02763358778626, 'Stressed Variance': 1178.130915774139, 'Stressed Steady State Time': 13.617677505190082}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",1.0399999999999996,0.55
