Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,LSTM Conv1D Attention Accuracy,LSTM Conv1D Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.03137028263006412, 'rho': 4222.172922646865, 'd': 0.7345573620827632, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.067272727272726, 'Stressed Variance': 2096.187747107438, 'Stressed Steady State Time': 13.613640698727748}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8799999999999992,0.65,0.4625,0.6125,0.475,0.5125,0.45,0.8375,0.725
"[{'sigma_u': 18.0, 'sigma_b': 0.03137028263006412, 'rho': 4222.172922646865, 'd': 0.7345573620827632, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.067272727272726, 'Stressed Variance': 2096.187747107438, 'Stressed Steady State Time': 13.613640698727748}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8799999999999992,0.65,0.4625,0.6125,0.475,0.5125,0.45,0.8375,0.725
"[{'sigma_u': 18.0, 'sigma_b': 0.03137028263006412, 'rho': 4222.172922646865, 'd': 0.7345573620827632, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.067272727272726, 'Stressed Variance': 2096.187747107438, 'Stressed Steady State Time': 13.613640698727748}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8799999999999992,0.65,0.4625,0.6125,0.475,0.5125,0.45,0.8375,0.725
"[{'sigma_u': 18.0, 'sigma_b': 0.03137028263006412, 'rho': 4222.172922646865, 'd': 0.7345573620827632, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.067272727272726, 'Stressed Variance': 2096.187747107438, 'Stressed Steady State Time': 13.613640698727748}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8799999999999992,0.65,0.4625,0.6125,0.475,0.5125,0.45,0.8375,0.725
"[{'sigma_u': 18.0, 'sigma_b': 0.03137028263006412, 'rho': 4222.172922646865, 'd': 0.7345573620827632, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.067272727272726, 'Stressed Variance': 2096.187747107438, 'Stressed Steady State Time': 13.613640698727748}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8799999999999992,0.65,0.4625,0.6125,0.475,0.5125,0.45,0.8375,0.725
"[{'sigma_u': 18.0, 'sigma_b': 0.03137028263006412, 'rho': 4222.172922646865, 'd': 0.7345573620827632, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.067272727272726, 'Stressed Variance': 2096.187747107438, 'Stressed Steady State Time': 13.613640698727748}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8799999999999992,0.65,0.4625,0.6125,0.475,0.5125,0.45,0.8375,0.725
"[{'sigma_u': 18.0, 'sigma_b': 0.031203902165266962, 'rho': 4244.654803804314, 'd': 0.7345587900974044, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.364734848484849, 'Stressed Variance': 2297.4985215206034, 'Stressed Steady State Time': 13.613614233210624}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",1.8899999999999992,0.625,0.4875,0.6375,0.4375,0.45,0.45,0.825,0.6875
"[{'sigma_u': 18.0, 'sigma_b': 0.031203902165266962, 'rho': 4244.654803804314, 'd': 0.7345587900974044, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.681287878787879, 'Stressed Variance': 2348.05918015955, 'Stressed Steady State Time': 13.613614233210624}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8899999999999992,0.6625,0.525,0.65,0.525,0.5,0.45,0.7875,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.031203902165266962, 'rho': 4244.654803804314, 'd': 0.7345587900974044, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.681287878787879, 'Stressed Variance': 2348.05918015955, 'Stressed Steady State Time': 13.613614233210624}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8899999999999992,0.6625,0.525,0.65,0.525,0.5,0.45,0.7875,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.031203902165266962, 'rho': 4244.654803804314, 'd': 0.7345587900974044, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.681287878787879, 'Stressed Variance': 2348.05918015955, 'Stressed Steady State Time': 13.613614233210624}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8899999999999992,0.6625,0.525,0.65,0.525,0.5,0.45,0.7875,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.031203902165266962, 'rho': 4244.654803804314, 'd': 0.7345587900974044, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.681287878787879, 'Stressed Variance': 2348.05918015955, 'Stressed Steady State Time': 13.613614233210624}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8899999999999992,0.6625,0.525,0.65,0.525,0.5,0.45,0.7875,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.031203902165266962, 'rho': 4244.654803804314, 'd': 0.7345587900974044, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.681287878787879, 'Stressed Variance': 2348.05918015955, 'Stressed Steady State Time': 13.613614233210624}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8899999999999992,0.6625,0.525,0.65,0.525,0.5,0.45,0.7875,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.031203902165266962, 'rho': 4244.654803804314, 'd': 0.7345587900974044, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.681287878787879, 'Stressed Variance': 2348.05918015955, 'Stressed Steady State Time': 13.613614233210624}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8899999999999992,0.6625,0.525,0.65,0.525,0.5,0.45,0.7875,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.031203902165266962, 'rho': 4244.654803804314, 'd': 0.7345587900974044, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.681287878787879, 'Stressed Variance': 2348.05918015955, 'Stressed Steady State Time': 13.613614233210624}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8899999999999992,0.6625,0.525,0.65,0.525,0.5,0.45,0.7875,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.031203902165266962, 'rho': 4244.654803804314, 'd': 0.7345587900974044, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.681287878787879, 'Stressed Variance': 2348.05918015955, 'Stressed Steady State Time': 13.613614233210624}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8899999999999992,0.6625,0.525,0.65,0.525,0.5,0.45,0.7875,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.031203902165266962, 'rho': 4244.654803804314, 'd': 0.7345587900974044, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.681287878787879, 'Stressed Variance': 2348.05918015955, 'Stressed Steady State Time': 13.613614233210624}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8899999999999992,0.6625,0.525,0.65,0.525,0.5,0.45,0.7875,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.031039277283557612, 'rho': 4267.136684430131, 'd': 0.7345602031019716, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.821818181818182, 'Stressed Variance': 2395.1521148760335, 'Stressed Steady State Time': 13.613588045977766}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",1.8999999999999992,0.65,0.575,0.575,0.4875,0.5625,0.45,0.7625,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.031039277283557612, 'rho': 4267.136684430131, 'd': 0.7345602031019716, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 11.061325757575757, 'Stressed Variance': 2435.0484739999424, 'Stressed Steady State Time': 13.613588045977766}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8999999999999992,0.625,0.6,0.55,0.5625,0.5125,0.45,0.775,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.031039277283557612, 'rho': 4267.136684430131, 'd': 0.7345602031019716, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 11.061325757575757, 'Stressed Variance': 2435.0484739999424, 'Stressed Steady State Time': 13.613588045977766}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8999999999999992,0.625,0.6,0.55,0.5625,0.5125,0.45,0.775,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.031039277283557612, 'rho': 4267.136684430131, 'd': 0.7345602031019716, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 11.061325757575757, 'Stressed Variance': 2435.0484739999424, 'Stressed Steady State Time': 13.613588045977766}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8999999999999992,0.625,0.6,0.55,0.5625,0.5125,0.45,0.775,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.031039277283557612, 'rho': 4267.136684430131, 'd': 0.7345602031019716, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 11.061325757575757, 'Stressed Variance': 2435.0484739999424, 'Stressed Steady State Time': 13.613588045977766}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8999999999999992,0.625,0.6,0.55,0.5625,0.5125,0.45,0.775,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.031039277283557612, 'rho': 4267.136684430131, 'd': 0.7345602031019716, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 11.061325757575757, 'Stressed Variance': 2435.0484739999424, 'Stressed Steady State Time': 13.613588045977766}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8999999999999992,0.625,0.6,0.55,0.5625,0.5125,0.45,0.775,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.031039277283557612, 'rho': 4267.136684430131, 'd': 0.7345602031019716, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 11.061325757575757, 'Stressed Variance': 2435.0484739999424, 'Stressed Steady State Time': 13.613588045977766}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8999999999999992,0.625,0.6,0.55,0.5625,0.5125,0.45,0.775,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.031039277283557612, 'rho': 4267.136684430131, 'd': 0.7345602031019716, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 11.061325757575757, 'Stressed Variance': 2435.0484739999424, 'Stressed Steady State Time': 13.613588045977766}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8999999999999992,0.625,0.6,0.55,0.5625,0.5125,0.45,0.775,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.031039277283557612, 'rho': 4267.136684430131, 'd': 0.7345602031019716, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 11.061325757575757, 'Stressed Variance': 2435.0484739999424, 'Stressed Steady State Time': 13.613588045977766}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8999999999999992,0.625,0.6,0.55,0.5625,0.5125,0.45,0.775,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.031039277283557612, 'rho': 4267.136684430131, 'd': 0.7345602031019716, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 11.061325757575757, 'Stressed Variance': 2435.0484739999424, 'Stressed Steady State Time': 13.613588045977766}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.8999999999999992,0.625,0.6,0.55,0.5625,0.5125,0.45,0.775,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.03087638033878438, 'rho': 4289.618563419722, 'd': 0.7345616013277877, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.846022727272727, 'Stressed Variance': 2160.063298575241, 'Stressed Steady State Time': 13.613562132738874}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",1.9099999999999997,0.675,0.425,0.6625,0.425,0.5875,0.45,0.775,0.6625
"[{'sigma_u': 18.0, 'sigma_b': 0.03087638033878438, 'rho': 4289.618563419722, 'd': 0.7345616013277877, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.52280303030303, 'Stressed Variance': 2267.2520557793846, 'Stressed Steady State Time': 13.613562132738874}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9099999999999997,0.7,0.475,0.575,0.5125,0.5125,0.45,0.775,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.03087638033878438, 'rho': 4289.618563419722, 'd': 0.7345616013277877, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.52280303030303, 'Stressed Variance': 2267.2520557793846, 'Stressed Steady State Time': 13.613562132738874}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9099999999999997,0.7,0.475,0.575,0.5125,0.5125,0.45,0.775,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.03087638033878438, 'rho': 4289.618563419722, 'd': 0.7345616013277877, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.52280303030303, 'Stressed Variance': 2267.2520557793846, 'Stressed Steady State Time': 13.613562132738874}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9099999999999997,0.7,0.475,0.575,0.5125,0.5125,0.45,0.775,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.03087638033878438, 'rho': 4289.618563419722, 'd': 0.7345616013277877, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.52280303030303, 'Stressed Variance': 2267.2520557793846, 'Stressed Steady State Time': 13.613562132738874}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9099999999999997,0.7,0.475,0.575,0.5125,0.5125,0.45,0.775,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.03087638033878438, 'rho': 4289.618563419722, 'd': 0.7345616013277877, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.52280303030303, 'Stressed Variance': 2267.2520557793846, 'Stressed Steady State Time': 13.613562132738874}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9099999999999997,0.7,0.475,0.575,0.5125,0.5125,0.45,0.775,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.03087638033878438, 'rho': 4289.618563419722, 'd': 0.7345616013277877, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.52280303030303, 'Stressed Variance': 2267.2520557793846, 'Stressed Steady State Time': 13.613562132738874}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9099999999999997,0.7,0.475,0.575,0.5125,0.5125,0.45,0.775,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.03087638033878438, 'rho': 4289.618563419722, 'd': 0.7345616013277877, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.52280303030303, 'Stressed Variance': 2267.2520557793846, 'Stressed Steady State Time': 13.613562132738874}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9099999999999997,0.7,0.475,0.575,0.5125,0.5125,0.45,0.775,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.03087638033878438, 'rho': 4289.618563419722, 'd': 0.7345616013277877, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.52280303030303, 'Stressed Variance': 2267.2520557793846, 'Stressed Steady State Time': 13.613562132738874}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9099999999999997,0.7,0.475,0.575,0.5125,0.5125,0.45,0.775,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.03087638033878438, 'rho': 4289.618563419722, 'd': 0.7345616013277877, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.52280303030303, 'Stressed Variance': 2267.2520557793846, 'Stressed Steady State Time': 13.613562132738874}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9099999999999997,0.7,0.475,0.575,0.5125,0.5125,0.45,0.775,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.030715184273003304, 'rho': 4312.1004418835655, 'd': 0.7345629850094607, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.59125, 'Stressed Variance': 2323.2496279829547, 'Stressed Steady State Time': 13.61353648914287}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",1.9199999999999997,0.7125,0.45,0.625,0.5125,0.525,0.45,0.6375,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 0.030715184273003304, 'rho': 4312.1004418835655, 'd': 0.7345629850094607, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.551325757575757, 'Stressed Variance': 2315.8272899090334, 'Stressed Steady State Time': 13.61353648914287}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9199999999999997,0.6875,0.475,0.5,0.525,0.475,0.45,0.6875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 0.030715184273003304, 'rho': 4312.1004418835655, 'd': 0.7345629850094607, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.551325757575757, 'Stressed Variance': 2315.8272899090334, 'Stressed Steady State Time': 13.61353648914287}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9199999999999997,0.6875,0.475,0.5,0.525,0.475,0.45,0.6875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 0.030715184273003304, 'rho': 4312.1004418835655, 'd': 0.7345629850094607, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.551325757575757, 'Stressed Variance': 2315.8272899090334, 'Stressed Steady State Time': 13.61353648914287}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9199999999999997,0.6875,0.475,0.5,0.525,0.475,0.45,0.6875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 0.030715184273003304, 'rho': 4312.1004418835655, 'd': 0.7345629850094607, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.551325757575757, 'Stressed Variance': 2315.8272899090334, 'Stressed Steady State Time': 13.61353648914287}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9199999999999997,0.6875,0.475,0.5,0.525,0.475,0.45,0.6875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 0.030715184273003304, 'rho': 4312.1004418835655, 'd': 0.7345629850094607, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.551325757575757, 'Stressed Variance': 2315.8272899090334, 'Stressed Steady State Time': 13.61353648914287}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9199999999999997,0.6875,0.475,0.5,0.525,0.475,0.45,0.6875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 0.030715184273003304, 'rho': 4312.1004418835655, 'd': 0.7345629850094607, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.551325757575757, 'Stressed Variance': 2315.8272899090334, 'Stressed Steady State Time': 13.61353648914287}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9199999999999997,0.6875,0.475,0.5,0.525,0.475,0.45,0.6875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 0.030715184273003304, 'rho': 4312.1004418835655, 'd': 0.7345629850094607, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.551325757575757, 'Stressed Variance': 2315.8272899090334, 'Stressed Steady State Time': 13.61353648914287}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9199999999999997,0.6875,0.475,0.5,0.525,0.475,0.45,0.6875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 0.030715184273003304, 'rho': 4312.1004418835655, 'd': 0.7345629850094607, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.551325757575757, 'Stressed Variance': 2315.8272899090334, 'Stressed Steady State Time': 13.61353648914287}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9199999999999997,0.6875,0.475,0.5,0.525,0.475,0.45,0.6875,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 0.030715184273003304, 'rho': 4312.1004418835655, 'd': 0.7345629850094607, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.551325757575757, 'Stressed Variance': 2315.8272899090334, 'Stressed Steady State Time': 13.61353648914287}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9199999999999997,0.6875,0.475,0.5,0.525,0.475,0.45,0.6875,0.6125
