Parameter Sets,Stats,Mean Ratio,Normal Mean,Stress Mean,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 0.8287757006077753, 'sigma_b': 0.17122429939222478, 'rho': 212.51863551000596, 'd': 0.2580734359786693, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7601401869159, 'Stressed Variance': 19693.721485961654, 'Stressed Steady State Time': 38.748660675120924, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4099999999999995,100,140.99999999999994,0.8125,0.675,0.725,0.525,0.6875,0.45,0.55,0.975,0.975,0.7375,0.925
"[{'sigma_u': 0.8287757006077753, 'sigma_b': 0.17122429939222478, 'rho': 212.51863551000596, 'd': 0.2580734359786693, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7601401869159, 'Stressed Variance': 19693.721485961654, 'Stressed Steady State Time': 38.748660675120924, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4099999999999995,100,140.99999999999994,0.8125,0.675,0.725,0.525,0.6875,0.45,0.55,0.975,0.975,0.7375,0.925
"[{'sigma_u': 0.8287757006077753, 'sigma_b': 0.17122429939222478, 'rho': 212.51863551000596, 'd': 0.2580734359786693, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7601401869159, 'Stressed Variance': 19693.721485961654, 'Stressed Steady State Time': 38.748660675120924, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4099999999999995,100,140.99999999999994,0.8125,0.675,0.725,0.525,0.6875,0.45,0.55,0.975,0.975,0.7375,0.925
"[{'sigma_u': 0.8287757006077753, 'sigma_b': 0.17122429939222478, 'rho': 212.51863551000596, 'd': 0.2580734359786693, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7601401869159, 'Stressed Variance': 19693.721485961654, 'Stressed Steady State Time': 38.748660675120924, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4099999999999995,100,140.99999999999994,0.8125,0.675,0.725,0.525,0.6875,0.45,0.55,0.975,0.975,0.7375,0.925
"[{'sigma_u': 0.8287757006077753, 'sigma_b': 0.17122429939222478, 'rho': 212.51863551000596, 'd': 0.2580734359786693, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7601401869159, 'Stressed Variance': 19693.721485961654, 'Stressed Steady State Time': 38.748660675120924, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4099999999999995,100,140.99999999999994,0.8125,0.675,0.725,0.525,0.6875,0.45,0.55,0.975,0.975,0.7375,0.925
"[{'sigma_u': 0.8287757006077753, 'sigma_b': 0.17122429939222478, 'rho': 212.51863551000596, 'd': 0.2580734359786693, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7601401869159, 'Stressed Variance': 19693.721485961654, 'Stressed Steady State Time': 38.748660675120924, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4099999999999995,100,140.99999999999994,0.8125,0.675,0.725,0.525,0.6875,0.45,0.55,0.975,0.975,0.7375,0.925
"[{'sigma_u': 0.8287757006077753, 'sigma_b': 0.17122429939222478, 'rho': 212.51863551000596, 'd': 0.2580734359786693, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7601401869159, 'Stressed Variance': 19693.721485961654, 'Stressed Steady State Time': 38.748660675120924, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4099999999999995,100,140.99999999999994,0.8125,0.675,0.725,0.525,0.6875,0.45,0.55,0.975,0.975,0.7375,0.925
"[{'sigma_u': 0.8287757006077753, 'sigma_b': 0.17122429939222478, 'rho': 212.51863551000596, 'd': 0.2580734359786693, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7601401869159, 'Stressed Variance': 19693.721485961654, 'Stressed Steady State Time': 38.748660675120924, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4099999999999995,100,140.99999999999994,0.8125,0.675,0.725,0.525,0.6875,0.45,0.55,0.975,0.975,0.7375,0.925
"[{'sigma_u': 0.8287757006077753, 'sigma_b': 0.17122429939222478, 'rho': 212.51863551000596, 'd': 0.2580734359786693, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7601401869159, 'Stressed Variance': 19693.721485961654, 'Stressed Steady State Time': 38.748660675120924, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4099999999999995,100,140.99999999999994,0.8125,0.675,0.725,0.525,0.6875,0.45,0.55,0.975,0.975,0.7375,0.925
"[{'sigma_u': 0.8287757006077753, 'sigma_b': 0.17122429939222478, 'rho': 212.51863551000596, 'd': 0.2580734359786693, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7601401869159, 'Stressed Variance': 19693.721485961654, 'Stressed Steady State Time': 38.748660675120924, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4099999999999995,100,140.99999999999994,0.8125,0.675,0.725,0.525,0.6875,0.45,0.55,0.975,0.975,0.7375,0.925
"[{'sigma_u': 0.8287813472791322, 'sigma_b': 0.17121865272086778, 'rho': 214.03574794746564, 'd': 0.2580768478709037, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 141.45981308411214, 'Stressed Variance': 20243.664833609924, 'Stressed Steady State Time': 38.74814840036424, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4199999999999995,100,141.99999999999994,0.875,0.725,0.7625,0.55,0.75,0.45,0.5875,0.9875,0.9625,0.7625,0.95
"[{'sigma_u': 0.8287813472791322, 'sigma_b': 0.17121865272086778, 'rho': 214.03574794746564, 'd': 0.2580768478709037, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 141.45981308411214, 'Stressed Variance': 20243.664833609924, 'Stressed Steady State Time': 38.74814840036424, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4199999999999995,100,141.99999999999994,0.875,0.725,0.7625,0.55,0.75,0.45,0.5875,0.9875,0.9625,0.7625,0.95
"[{'sigma_u': 0.8287813472791322, 'sigma_b': 0.17121865272086778, 'rho': 214.03574794746564, 'd': 0.2580768478709037, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 141.45981308411214, 'Stressed Variance': 20243.664833609924, 'Stressed Steady State Time': 38.74814840036424, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4199999999999995,100,141.99999999999994,0.875,0.725,0.7625,0.55,0.75,0.45,0.5875,0.9875,0.9625,0.7625,0.95
"[{'sigma_u': 0.8287813472791322, 'sigma_b': 0.17121865272086778, 'rho': 214.03574794746564, 'd': 0.2580768478709037, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 141.45981308411214, 'Stressed Variance': 20243.664833609924, 'Stressed Steady State Time': 38.74814840036424, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4199999999999995,100,141.99999999999994,0.875,0.725,0.7625,0.55,0.75,0.45,0.5875,0.9875,0.9625,0.7625,0.95
"[{'sigma_u': 0.8287813472791322, 'sigma_b': 0.17121865272086778, 'rho': 214.03574794746564, 'd': 0.2580768478709037, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 141.45981308411214, 'Stressed Variance': 20243.664833609924, 'Stressed Steady State Time': 38.74814840036424, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4199999999999995,100,141.99999999999994,0.875,0.725,0.7625,0.55,0.75,0.45,0.5875,0.9875,0.9625,0.7625,0.9625
"[{'sigma_u': 0.8287813472791322, 'sigma_b': 0.17121865272086778, 'rho': 214.03574794746564, 'd': 0.2580768478709037, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 141.45981308411214, 'Stressed Variance': 20243.664833609924, 'Stressed Steady State Time': 38.74814840036424, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4199999999999995,100,141.99999999999994,0.875,0.725,0.7625,0.55,0.75,0.45,0.5875,0.9875,0.9625,0.7625,0.9375
"[{'sigma_u': 0.8287813472791322, 'sigma_b': 0.17121865272086778, 'rho': 214.03574794746564, 'd': 0.2580768478709037, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 141.45981308411214, 'Stressed Variance': 20243.664833609924, 'Stressed Steady State Time': 38.74814840036424, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4199999999999995,100,141.99999999999994,0.875,0.725,0.7625,0.55,0.75,0.45,0.5875,0.9875,0.9625,0.7625,0.95
"[{'sigma_u': 0.8287813472791322, 'sigma_b': 0.17121865272086778, 'rho': 214.03574794746564, 'd': 0.2580768478709037, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 141.45981308411214, 'Stressed Variance': 20243.664833609924, 'Stressed Steady State Time': 38.74814840036424, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4199999999999995,100,141.99999999999994,0.875,0.725,0.7625,0.55,0.75,0.45,0.5875,0.9875,0.9625,0.7625,0.95
"[{'sigma_u': 0.8287813472791322, 'sigma_b': 0.17121865272086778, 'rho': 214.03574794746564, 'd': 0.2580768478709037, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 141.45981308411214, 'Stressed Variance': 20243.664833609924, 'Stressed Steady State Time': 38.74814840036424, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4199999999999995,100,141.99999999999994,0.875,0.725,0.7625,0.55,0.75,0.45,0.5875,0.9875,0.9625,0.7625,0.95
"[{'sigma_u': 0.8287813472791322, 'sigma_b': 0.17121865272086778, 'rho': 214.03574794746564, 'd': 0.2580768478709037, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 141.45981308411214, 'Stressed Variance': 20243.664833609924, 'Stressed Steady State Time': 38.74814840036424, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4199999999999995,100,141.99999999999994,0.875,0.725,0.7625,0.55,0.75,0.45,0.5875,0.9875,0.9625,0.7625,0.95
"[{'sigma_u': 0.8287869144817875, 'sigma_b': 0.1712130855182125, 'rho': 215.55286044657686, 'd': 0.2580802120932525, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7657476635514, 'Stressed Variance': 20552.970312758756, 'Stressed Steady State Time': 38.74764329621166, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4299999999999995,100,142.99999999999994,0.8125,0.5125,0.7375,0.425,0.75,0.45,0.6375,1.0,0.975,0.7625,0.9625
"[{'sigma_u': 0.8287869144817875, 'sigma_b': 0.1712130855182125, 'rho': 215.55286044657686, 'd': 0.2580802120932525, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7657476635514, 'Stressed Variance': 20552.970312758756, 'Stressed Steady State Time': 38.74764329621166, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4299999999999995,100,142.99999999999994,0.8125,0.5125,0.7375,0.425,0.75,0.45,0.6375,1.0,0.975,0.7625,0.95
"[{'sigma_u': 0.8287869144817875, 'sigma_b': 0.1712130855182125, 'rho': 215.55286044657686, 'd': 0.2580802120932525, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7657476635514, 'Stressed Variance': 20552.970312758756, 'Stressed Steady State Time': 38.74764329621166, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4299999999999995,100,142.99999999999994,0.8125,0.5125,0.7375,0.425,0.75,0.45,0.6375,1.0,0.975,0.7625,0.95
"[{'sigma_u': 0.8287869144817875, 'sigma_b': 0.1712130855182125, 'rho': 215.55286044657686, 'd': 0.2580802120932525, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7657476635514, 'Stressed Variance': 20552.970312758756, 'Stressed Steady State Time': 38.74764329621166, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4299999999999995,100,142.99999999999994,0.8125,0.5125,0.7375,0.425,0.75,0.45,0.6375,1.0,0.975,0.7625,0.975
"[{'sigma_u': 0.8287869144817875, 'sigma_b': 0.1712130855182125, 'rho': 215.55286044657686, 'd': 0.2580802120932525, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7657476635514, 'Stressed Variance': 20552.970312758756, 'Stressed Steady State Time': 38.74764329621166, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4299999999999995,100,142.99999999999994,0.8125,0.5125,0.7375,0.425,0.75,0.45,0.6375,1.0,0.975,0.7625,0.95
"[{'sigma_u': 0.8287869144817875, 'sigma_b': 0.1712130855182125, 'rho': 215.55286044657686, 'd': 0.2580802120932525, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7657476635514, 'Stressed Variance': 20552.970312758756, 'Stressed Steady State Time': 38.74764329621166, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4299999999999995,100,142.99999999999994,0.8125,0.5125,0.7375,0.425,0.75,0.45,0.6375,1.0,0.975,0.7625,0.95
"[{'sigma_u': 0.8287869144817875, 'sigma_b': 0.1712130855182125, 'rho': 215.55286044657686, 'd': 0.2580802120932525, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7657476635514, 'Stressed Variance': 20552.970312758756, 'Stressed Steady State Time': 38.74764329621166, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4299999999999995,100,142.99999999999994,0.8125,0.5125,0.7375,0.425,0.75,0.45,0.6375,1.0,0.975,0.7625,0.95
"[{'sigma_u': 0.8287869144817875, 'sigma_b': 0.1712130855182125, 'rho': 215.55286044657686, 'd': 0.2580802120932525, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7657476635514, 'Stressed Variance': 20552.970312758756, 'Stressed Steady State Time': 38.74764329621166, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4299999999999995,100,142.99999999999994,0.8125,0.5125,0.7375,0.425,0.75,0.45,0.6375,1.0,0.975,0.7625,0.95
"[{'sigma_u': 0.8287869144817875, 'sigma_b': 0.1712130855182125, 'rho': 215.55286044657686, 'd': 0.2580802120932525, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7657476635514, 'Stressed Variance': 20552.970312758756, 'Stressed Steady State Time': 38.74764329621166, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4299999999999995,100,142.99999999999994,0.8125,0.5125,0.7375,0.425,0.75,0.45,0.6375,1.0,0.975,0.7625,0.95
"[{'sigma_u': 0.8287869144817875, 'sigma_b': 0.1712130855182125, 'rho': 215.55286044657686, 'd': 0.2580802120932525, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 139.7657476635514, 'Stressed Variance': 20552.970312758756, 'Stressed Steady State Time': 38.74764329621166, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4299999999999995,100,142.99999999999994,0.8125,0.5125,0.7375,0.425,0.75,0.45,0.6375,1.0,0.975,0.7625,0.95
"[{'sigma_u': 0.8287924038816267, 'sigma_b': 0.17120759611837322, 'rho': 217.06997300605627, 'd': 0.2580835296378269, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 141.57658878504674, 'Stressed Variance': 20426.238526681365, 'Stressed Steady State Time': 38.747145213153175, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4399999999999995,100,143.99999999999994,0.7875,0.6875,0.775,0.5375,0.8,0.45,0.5875,1.0,0.9875,0.7625,0.9625
"[{'sigma_u': 0.8287924038816267, 'sigma_b': 0.17120759611837322, 'rho': 217.06997300605627, 'd': 0.2580835296378269, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 141.57658878504674, 'Stressed Variance': 20426.238526681365, 'Stressed Steady State Time': 38.747145213153175, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4399999999999995,100,143.99999999999994,0.7875,0.6875,0.775,0.5375,0.8,0.45,0.5875,1.0,0.9875,0.7625,0.9625
"[{'sigma_u': 0.8287924038816267, 'sigma_b': 0.17120759611837322, 'rho': 217.06997300605627, 'd': 0.2580835296378269, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 141.57658878504674, 'Stressed Variance': 20426.238526681365, 'Stressed Steady State Time': 38.747145213153175, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4399999999999995,100,143.99999999999994,0.7875,0.6875,0.775,0.5375,0.8,0.45,0.5875,1.0,0.9875,0.7625,0.9625
