Parameter Sets,Stats,Mean Ratio,Normal Mean,Stress Mean,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 0.8203549714599534, 'sigma_b': 0.17964502854004652, 'rho': 18.333800071241814, 'd': 0.2533520028496725, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 13.260283018867925, 'Stressed Variance': 167.757252750089, 'Stressed Steady State Time': 39.470775393607376, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.13,100,13.0,1.0,1.0,1.0,0.5,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8203549714599534, 'sigma_b': 0.17964502854004652, 'rho': 18.333800071241814, 'd': 0.2533520028496725, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 13.260283018867925, 'Stressed Variance': 167.757252750089, 'Stressed Steady State Time': 39.470775393607376, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.13,100,13.0,1.0,1.0,1.0,0.5,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8203549714599534, 'sigma_b': 0.17964502854004652, 'rho': 18.333800071241814, 'd': 0.2533520028496725, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 13.260283018867925, 'Stressed Variance': 167.757252750089, 'Stressed Steady State Time': 39.470775393607376, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.13,100,13.0,1.0,1.0,1.0,0.5,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8203549714599534, 'sigma_b': 0.17964502854004652, 'rho': 18.333800071241814, 'd': 0.2533520028496725, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 13.260283018867925, 'Stressed Variance': 167.757252750089, 'Stressed Steady State Time': 39.470775393607376, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.13,100,13.0,1.0,1.0,1.0,0.5,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.821057893266684, 'sigma_b': 0.17894210673331593, 'rho': 19.850438684193893, 'd': 0.25371995126644054, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 13.783018867924529, 'Stressed Variance': 194.41197579209685, 'Stressed Steady State Time': 39.41353429277084, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.13999999999999999,100,13.999999999999998,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.821057893266684, 'sigma_b': 0.17894210673331593, 'rho': 19.850438684193893, 'd': 0.25371995126644054, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 13.783018867924529, 'Stressed Variance': 194.41197579209685, 'Stressed Steady State Time': 39.41353429277084, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.13999999999999999,100,13.999999999999998,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.821057893266684, 'sigma_b': 0.17894210673331593, 'rho': 19.850438684193893, 'd': 0.25371995126644054, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 13.783018867924529, 'Stressed Variance': 194.41197579209685, 'Stressed Steady State Time': 39.41353429277084, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.13999999999999999,100,13.999999999999998,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.821057893266684, 'sigma_b': 0.17894210673331593, 'rho': 19.850438684193893, 'd': 0.25371995126644054, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 13.783018867924529, 'Stressed Variance': 194.41197579209685, 'Stressed Steady State Time': 39.41353429277084, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.13999999999999999,100,13.999999999999998,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.821057893266684, 'sigma_b': 0.17894210673331593, 'rho': 19.850438684193893, 'd': 0.25371995126644054, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 13.783018867924529, 'Stressed Variance': 194.41197579209685, 'Stressed Steady State Time': 39.41353429277084, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.13999999999999999,100,13.999999999999998,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.821057893266684, 'sigma_b': 0.17894210673331593, 'rho': 19.850438684193893, 'd': 0.25371995126644054, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 13.783018867924529, 'Stressed Variance': 194.41197579209685, 'Stressed Steady State Time': 39.41353429277084, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.13999999999999999,100,13.999999999999998,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.821057893266684, 'sigma_b': 0.17894210673331593, 'rho': 19.850438684193893, 'd': 0.25371995126644054, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 13.783018867924529, 'Stressed Variance': 194.41197579209685, 'Stressed Steady State Time': 39.41353429277084, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.13999999999999999,100,13.999999999999998,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.821057893266684, 'sigma_b': 0.17894210673331593, 'rho': 19.850438684193893, 'd': 0.25371995126644054, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 13.783018867924529, 'Stressed Variance': 194.41197579209685, 'Stressed Steady State Time': 39.41353429277084, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.13999999999999999,100,13.999999999999998,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.821057893266684, 'sigma_b': 0.17894210673331593, 'rho': 19.850438684193893, 'd': 0.25371995126644054, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 13.783018867924529, 'Stressed Variance': 194.41197579209685, 'Stressed Steady State Time': 39.41353429277084, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.13999999999999999,100,13.999999999999998,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.821057893266684, 'sigma_b': 0.17894210673331593, 'rho': 19.850438684193893, 'd': 0.25371995126644054, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 13.783018867924529, 'Stressed Variance': 194.41197579209685, 'Stressed Steady State Time': 39.41353429277084, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.13999999999999999,100,13.999999999999998,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8216612118028931, 'sigma_b': 0.1783387881971069, 'rho': 21.36714058915311, 'd': 0.25403933066045226, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 14.83188679245283, 'Stressed Variance': 220.20683228907083, 'Stressed Steady State Time': 39.36398341942552, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.14999999999999997,100,14.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.975,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8216612118028931, 'sigma_b': 0.1783387881971069, 'rho': 21.36714058915311, 'd': 0.25403933066045226, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 14.83188679245283, 'Stressed Variance': 220.20683228907083, 'Stressed Steady State Time': 39.36398341942552, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.14999999999999997,100,14.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.975,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8216612118028931, 'sigma_b': 0.1783387881971069, 'rho': 21.36714058915311, 'd': 0.25403933066045226, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 14.83188679245283, 'Stressed Variance': 220.20683228907083, 'Stressed Steady State Time': 39.36398341942552, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.14999999999999997,100,14.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.975,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8216612118028931, 'sigma_b': 0.1783387881971069, 'rho': 21.36714058915311, 'd': 0.25403933066045226, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 14.83188679245283, 'Stressed Variance': 220.20683228907083, 'Stressed Steady State Time': 39.36398341942552, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.14999999999999997,100,14.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.975,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8216612118028931, 'sigma_b': 0.1783387881971069, 'rho': 21.36714058915311, 'd': 0.25403933066045226, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 14.83188679245283, 'Stressed Variance': 220.20683228907083, 'Stressed Steady State Time': 39.36398341942552, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.14999999999999997,100,14.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.975,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8216612118028931, 'sigma_b': 0.1783387881971069, 'rho': 21.36714058915311, 'd': 0.25403933066045226, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 14.83188679245283, 'Stressed Variance': 220.20683228907083, 'Stressed Steady State Time': 39.36398341942552, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.14999999999999997,100,14.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.975,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8216612118028931, 'sigma_b': 0.1783387881971069, 'rho': 21.36714058915311, 'd': 0.25403933066045226, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 14.83188679245283, 'Stressed Variance': 220.20683228907083, 'Stressed Steady State Time': 39.36398341942552, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.14999999999999997,100,14.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.975,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8216612118028931, 'sigma_b': 0.1783387881971069, 'rho': 21.36714058915311, 'd': 0.25403933066045226, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 14.83188679245283, 'Stressed Variance': 220.20683228907083, 'Stressed Steady State Time': 39.36398341942552, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.14999999999999997,100,14.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.975,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8216612118028931, 'sigma_b': 0.1783387881971069, 'rho': 21.36714058915311, 'd': 0.25403933066045226, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 14.83188679245283, 'Stressed Variance': 220.20683228907083, 'Stressed Steady State Time': 39.36398341942552, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.14999999999999997,100,14.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.975,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8216612118028931, 'sigma_b': 0.1783387881971069, 'rho': 21.36714058915311, 'd': 0.25403933066045226, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 14.83188679245283, 'Stressed Variance': 220.20683228907083, 'Stressed Steady State Time': 39.36398341942552, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.14999999999999997,100,14.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.975,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8221846954238723, 'sigma_b': 0.17781530457612776, 'rho': 22.88389400252032, 'd': 0.25431916137162347, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 16.164198113207547, 'Stressed Variance': 258.46657671546814, 'Stressed Steady State Time': 39.32067071182071, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.15999999999999998,100,15.999999999999998,1.0,1.0,1.0,0.4625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8221846954238723, 'sigma_b': 0.17781530457612776, 'rho': 22.88389400252032, 'd': 0.25431916137162347, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 16.164198113207547, 'Stressed Variance': 258.46657671546814, 'Stressed Steady State Time': 39.32067071182071, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.15999999999999998,100,15.999999999999998,1.0,1.0,1.0,0.4625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8221846954238723, 'sigma_b': 0.17781530457612776, 'rho': 22.88389400252032, 'd': 0.25431916137162347, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 16.164198113207547, 'Stressed Variance': 258.46657671546814, 'Stressed Steady State Time': 39.32067071182071, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.15999999999999998,100,15.999999999999998,1.0,1.0,1.0,0.4625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8221846954238723, 'sigma_b': 0.17781530457612776, 'rho': 22.88389400252032, 'd': 0.25431916137162347, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 16.164198113207547, 'Stressed Variance': 258.46657671546814, 'Stressed Steady State Time': 39.32067071182071, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.15999999999999998,100,15.999999999999998,1.0,1.0,1.0,0.4625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8221846954238723, 'sigma_b': 0.17781530457612776, 'rho': 22.88389400252032, 'd': 0.25431916137162347, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 16.164198113207547, 'Stressed Variance': 258.46657671546814, 'Stressed Steady State Time': 39.32067071182071, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.15999999999999998,100,15.999999999999998,1.0,1.0,1.0,0.4625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8221846954238723, 'sigma_b': 0.17781530457612776, 'rho': 22.88389400252032, 'd': 0.25431916137162347, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 16.164198113207547, 'Stressed Variance': 258.46657671546814, 'Stressed Steady State Time': 39.32067071182071, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.15999999999999998,100,15.999999999999998,1.0,1.0,1.0,0.4625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8221846954238723, 'sigma_b': 0.17781530457612776, 'rho': 22.88389400252032, 'd': 0.25431916137162347, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 16.164198113207547, 'Stressed Variance': 258.46657671546814, 'Stressed Steady State Time': 39.32067071182071, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.15999999999999998,100,15.999999999999998,1.0,1.0,1.0,0.4625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8221846954238723, 'sigma_b': 0.17781530457612776, 'rho': 22.88389400252032, 'd': 0.25431916137162347, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 16.164198113207547, 'Stressed Variance': 258.46657671546814, 'Stressed Steady State Time': 39.32067071182071, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.15999999999999998,100,15.999999999999998,1.0,1.0,1.0,0.4625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8221846954238723, 'sigma_b': 0.17781530457612776, 'rho': 22.88389400252032, 'd': 0.25431916137162347, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 16.164198113207547, 'Stressed Variance': 258.46657671546814, 'Stressed Steady State Time': 39.32067071182071, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.15999999999999998,100,15.999999999999998,1.0,1.0,1.0,0.4625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8221846954238723, 'sigma_b': 0.17781530457612776, 'rho': 22.88389400252032, 'd': 0.25431916137162347, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 16.164198113207547, 'Stressed Variance': 258.46657671546814, 'Stressed Steady State Time': 39.32067071182071, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.15999999999999998,100,15.999999999999998,1.0,1.0,1.0,0.4625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8226432061454366, 'sigma_b': 0.1773567938545634, 'rho': 24.400689894672496, 'd': 0.25456636044462105, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.079669811320755, 'Stressed Variance': 280.34303951361693, 'Stressed Steady State Time': 39.282488002476754, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.16999999999999998,100,17.0,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8226432061454366, 'sigma_b': 0.1773567938545634, 'rho': 24.400689894672496, 'd': 0.25456636044462105, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.079669811320755, 'Stressed Variance': 280.34303951361693, 'Stressed Steady State Time': 39.282488002476754, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.16999999999999998,100,17.0,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8226432061454366, 'sigma_b': 0.1773567938545634, 'rho': 24.400689894672496, 'd': 0.25456636044462105, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.079669811320755, 'Stressed Variance': 280.34303951361693, 'Stressed Steady State Time': 39.282488002476754, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.16999999999999998,100,17.0,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8226432061454366, 'sigma_b': 0.1773567938545634, 'rho': 24.400689894672496, 'd': 0.25456636044462105, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.079669811320755, 'Stressed Variance': 280.34303951361693, 'Stressed Steady State Time': 39.282488002476754, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.16999999999999998,100,17.0,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8226432061454366, 'sigma_b': 0.1773567938545634, 'rho': 24.400689894672496, 'd': 0.25456636044462105, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.079669811320755, 'Stressed Variance': 280.34303951361693, 'Stressed Steady State Time': 39.282488002476754, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.16999999999999998,100,17.0,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8226432061454366, 'sigma_b': 0.1773567938545634, 'rho': 24.400689894672496, 'd': 0.25456636044462105, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.079669811320755, 'Stressed Variance': 280.34303951361693, 'Stressed Steady State Time': 39.282488002476754, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.16999999999999998,100,17.0,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8226432061454366, 'sigma_b': 0.1773567938545634, 'rho': 24.400689894672496, 'd': 0.25456636044462105, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.079669811320755, 'Stressed Variance': 280.34303951361693, 'Stressed Steady State Time': 39.282488002476754, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.16999999999999998,100,17.0,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
