exp_id,group_id,channel,condition,tf
4109,Azf1,GFP,low N₂,Azf1
4109,Bas1,GFP,low N₂,Bas1
4109,Dal81,GFP,low N₂,Dal81
4109,Ecm22,GFP,low N₂,Ecm22
4109,Fhl1,GFP,low N₂,Fhl1
4109,Fkh2,GFP,low N₂,Fkh2
4109,Gis1,GFP,low N₂,Gis1
4109,Leu3,GFP,low N₂,Leu3
4109,Lys14,GFP,low N₂,Lys14
4109,Mbp1,GFP,low N₂,Mbp1
4109,Pdr3,GFP,low N₂,Pdr3
4109,Pip2,GFP,low N₂,Pip2
4109,Reb1,GFP,low N₂,Reb1
4109,Rfx1,GFP,low N₂,Rfx1
4109,Rph1,GFP,low N₂,Rph1
4109,Upc2,GFP,low N₂,Upc2
4109,Zap1,GFP,low N₂,Zap1
4110,Adr1,GFP,low N₂,Adr1
4110,Arg81,GFP,low N₂,Arg81
4110,Dig1,GFP,low N₂,Dig1
4110,Fkh1,GFP,low N₂,Fkh1
4110,Gcr1,GFP,low N₂,Gcr1
4110,Msn2,GFP,low N₂,Msn2
4110,Pdr1,GFP,low N₂,Pdr1
4110,Rgt1,GFP,low N₂,Rgt1
4110,Rsf2,GFP,low N₂,Rsf2
4110,Snt2,GFP,low N₂,Snt2
4110,Stb3,GFP,low N₂,Stb3
4110,Stp4,GFP,low N₂,Stp4
4110,Sum1,GFP,low N₂,Sum1
4110,Tbs1,GFP,low N₂,Tbs1
4110,Tec1,GFP,low N₂,Tec1
4110,Tho2,GFP,low N₂,Tho2
4110,Uga3,GFP,low N₂,Uga3
4110,Ume3,GFP,low N₂,Ume3
4251,Ace2,GFP,low N₂,Ace2
4251,Aro80,GFP,low N₂,Aro80
4251,Asg1,GFP,low N₂,Asg1
4251,Azf1,GFP,low N₂,Azf1
4251,Bas1,GFP,low N₂,Bas1
4251,Dal81,GFP,low N₂,Dal81
4251,Fhl1,GFP,low N₂,Fhl1
4251,Fkh2,GFP,low N₂,Fkh2
4251,Gis1,GFP,low N₂,Gis1
4251,Leu3,GFP,low N₂,Leu3
4251,Mbp1,GFP,low N₂,Mbp1
4251,Pdr3,GFP,low N₂,Pdr3
4251,Pip2,GFP,low N₂,Pip2
4251,Rsc3,GFP,low N₂,Rsc3
4251,Sfl1,GFP,low N₂,Sfl1
4251,Swi6,GFP,low N₂,Swi6
4251,Ume6,GFP,low N₂,Ume6
4251,Upc2,GFP,low N₂,Upc2
4251,Yrr1,GFP,low N₂,Yrr1
4251,Zap1,GFP,low N₂,Zap1
