Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,LSTM Conv1D 4-Head Attention Accuracy,LSTM Conv1D Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.022580920346634288, 'rho': 5863.348476641109, 'd': 0.7346328780588599, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.38155303030303, 'Stressed Variance': 2795.2023339517323, 'Stressed Steady State Time': 13.612241295847346}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.609999999999999,0.725,0.65,0.7,0.625,0.65,0.45,0.875,0.7375
"[{'sigma_u': 18.0, 'sigma_b': 0.022494584008162108, 'rho': 5885.830315540584, 'd': 0.7346336206320505, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 10.066212121212121, 'Stressed Variance': 2937.3356917125807, 'Stressed Steady State Time': 13.612227536491435}, {'Normal Mean': 9.616127819548872, 'Normal Variance': 1078.5831308708803, 'Normal Steady State Time': 12.775248871258603})",2.6199999999999988,0.6875,0.6125,0.7875,0.6125,0.625,0.45,0.925,0.6625
"[{'sigma_u': 18.0, 'sigma_b': 0.022494584008162108, 'rho': 5885.830315540584, 'd': 0.7346336206320505, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.922234848484848, 'Stressed Variance': 2857.7423995509066, 'Stressed Steady State Time': 13.612227536491435}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.6199999999999988,0.75,0.6,0.7125,0.5625,0.575,0.45,0.925,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 0.022494584008162108, 'rho': 5885.830315540584, 'd': 0.7346336206320505, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.922234848484848, 'Stressed Variance': 2857.7423995509066, 'Stressed Steady State Time': 13.612227536491435}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.6199999999999988,0.75,0.6,0.7125,0.5625,0.575,0.45,0.925,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 0.022494584008162108, 'rho': 5885.830315540584, 'd': 0.7346336206320505, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.922234848484848, 'Stressed Variance': 2857.7423995509066, 'Stressed Steady State Time': 13.612227536491435}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.6199999999999988,0.75,0.6,0.7125,0.5625,0.575,0.45,0.925,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 0.022494584008162108, 'rho': 5885.830315540584, 'd': 0.7346336206320505, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.922234848484848, 'Stressed Variance': 2857.7423995509066, 'Stressed Steady State Time': 13.612227536491435}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.6199999999999988,0.75,0.6,0.7125,0.5625,0.575,0.45,0.925,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 0.022494584008162108, 'rho': 5885.830315540584, 'd': 0.7346336206320505, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.922234848484848, 'Stressed Variance': 2857.7423995509066, 'Stressed Steady State Time': 13.612227536491435}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.6199999999999988,0.75,0.6,0.7125,0.5625,0.575,0.45,0.925,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 0.022494584008162108, 'rho': 5885.830315540584, 'd': 0.7346336206320505, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.922234848484848, 'Stressed Variance': 2857.7423995509066, 'Stressed Steady State Time': 13.612227536491435}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.6199999999999988,0.75,0.6,0.7125,0.5625,0.575,0.45,0.925,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 0.022494584008162108, 'rho': 5885.830315540584, 'd': 0.7346336206320505, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.922234848484848, 'Stressed Variance': 2857.7423995509066, 'Stressed Steady State Time': 13.612227536491435}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.6199999999999988,0.75,0.6,0.7125,0.5625,0.575,0.45,0.925,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 0.022494584008162108, 'rho': 5885.830315540584, 'd': 0.7346336206320505, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.922234848484848, 'Stressed Variance': 2857.7423995509066, 'Stressed Steady State Time': 13.612227536491435}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.6199999999999988,0.75,0.6,0.7125,0.5625,0.575,0.45,0.925,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 0.022494584008162108, 'rho': 5885.830315540584, 'd': 0.7346336206320505, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.922234848484848, 'Stressed Variance': 2857.7423995509066, 'Stressed Steady State Time': 13.612227536491435}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.6199999999999988,0.75,0.6,0.7125,0.5625,0.575,0.45,0.925,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 0.022408905356785302, 'rho': 5908.312154100791, 'd': 0.7346343575637883, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.759204545454546, 'Stressed Variance': 2937.8489493672523, 'Stressed Steady State Time': 13.612213881695155}, {'Normal Mean': 9.662781954887219, 'Normal Variance': 1097.764780230652, 'Normal Steady State Time': 12.7752488712579})",2.629999999999999,0.7625,0.5625,0.7,0.575,0.675,0.45,0.8875,0.7125
"[{'sigma_u': 18.0, 'sigma_b': 0.022408905356785302, 'rho': 5908.312154100791, 'd': 0.7346343575637883, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.986022727272728, 'Stressed Variance': 2928.291357666151, 'Stressed Steady State Time': 13.612213881695155}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.629999999999999,0.6375,0.575,0.725,0.5625,0.6,0.45,0.9375,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.022408905356785302, 'rho': 5908.312154100791, 'd': 0.7346343575637883, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.986022727272728, 'Stressed Variance': 2928.291357666151, 'Stressed Steady State Time': 13.612213881695155}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.629999999999999,0.6375,0.575,0.725,0.5625,0.6,0.45,0.9375,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.022408905356785302, 'rho': 5908.312154100791, 'd': 0.7346343575637883, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.986022727272728, 'Stressed Variance': 2928.291357666151, 'Stressed Steady State Time': 13.612213881695155}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.629999999999999,0.6375,0.575,0.725,0.5625,0.6,0.45,0.9375,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.022408905356785302, 'rho': 5908.312154100791, 'd': 0.7346343575637883, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.986022727272728, 'Stressed Variance': 2928.291357666151, 'Stressed Steady State Time': 13.612213881695155}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.629999999999999,0.6375,0.575,0.725,0.5625,0.6,0.45,0.9375,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.022408905356785302, 'rho': 5908.312154100791, 'd': 0.7346343575637883, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.986022727272728, 'Stressed Variance': 2928.291357666151, 'Stressed Steady State Time': 13.612213881695155}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.629999999999999,0.6375,0.575,0.725,0.5625,0.6,0.45,0.9375,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.022408905356785302, 'rho': 5908.312154100791, 'd': 0.7346343575637883, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.986022727272728, 'Stressed Variance': 2928.291357666151, 'Stressed Steady State Time': 13.612213881695155}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.629999999999999,0.6375,0.575,0.725,0.5625,0.6,0.45,0.9375,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.022408905356785302, 'rho': 5908.312154100791, 'd': 0.7346343575637883, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.986022727272728, 'Stressed Variance': 2928.291357666151, 'Stressed Steady State Time': 13.612213881695155}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.629999999999999,0.6375,0.575,0.725,0.5625,0.6,0.45,0.9375,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.022408905356785302, 'rho': 5908.312154100791, 'd': 0.7346343575637883, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.986022727272728, 'Stressed Variance': 2928.291357666151, 'Stressed Steady State Time': 13.612213881695155}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.629999999999999,0.6375,0.575,0.725,0.5625,0.6,0.45,0.9375,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.022408905356785302, 'rho': 5908.312154100791, 'd': 0.7346343575637883, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998530295, 'rho': 1179.1338138067617, 'd': 0.7827636158617833, 'label': 1}]","({'Stressed Mean': 9.986022727272728, 'Stressed Variance': 2928.291357666151, 'Stressed Steady State Time': 13.612213881695155}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.7752488712579})",2.629999999999999,0.6375,0.575,0.725,0.5625,0.6,0.45,0.9375,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.022323876905889967, 'rho': 5930.793992296405, 'd': 0.7346350889181051, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.180265151515151, 'Stressed Variance': 2791.0314059903003, 'Stressed Steady State Time': 13.612200330271413}, {'Normal Mean': 9.616127819548872, 'Normal Variance': 1078.5831308708803, 'Normal Steady State Time': 12.775248871258603})",2.639999999999999,0.7,0.5125,0.8,0.5375,0.5375,0.45,0.95,0.775
"[{'sigma_u': 18.0, 'sigma_b': 0.022323876905889967, 'rho': 5930.793992296405, 'd': 0.7346350889181051, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.345530303030303, 'Stressed Variance': 2827.135684567263, 'Stressed Steady State Time': 13.612200330271413}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.639999999999999,0.75,0.5,0.725,0.4875,0.5375,0.45,0.8625,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.022323876905889967, 'rho': 5930.793992296405, 'd': 0.7346350889181051, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.345530303030303, 'Stressed Variance': 2827.135684567263, 'Stressed Steady State Time': 13.612200330271413}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.639999999999999,0.75,0.5,0.725,0.4875,0.5375,0.45,0.8625,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.022323876905889967, 'rho': 5930.793992296405, 'd': 0.7346350889181051, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.345530303030303, 'Stressed Variance': 2827.135684567263, 'Stressed Steady State Time': 13.612200330271413}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.639999999999999,0.75,0.5,0.725,0.4875,0.5375,0.45,0.8625,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.022323876905889967, 'rho': 5930.793992296405, 'd': 0.7346350889181051, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.345530303030303, 'Stressed Variance': 2827.135684567263, 'Stressed Steady State Time': 13.612200330271413}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.639999999999999,0.75,0.5,0.725,0.4875,0.5375,0.45,0.8625,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.022323876905889967, 'rho': 5930.793992296405, 'd': 0.7346350889181051, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.345530303030303, 'Stressed Variance': 2827.135684567263, 'Stressed Steady State Time': 13.612200330271413}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.639999999999999,0.75,0.5,0.725,0.4875,0.5375,0.45,0.8625,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.022323876905889967, 'rho': 5930.793992296405, 'd': 0.7346350889181051, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.345530303030303, 'Stressed Variance': 2827.135684567263, 'Stressed Steady State Time': 13.612200330271413}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.639999999999999,0.75,0.5,0.725,0.4875,0.5375,0.45,0.8625,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.022323876905889967, 'rho': 5930.793992296405, 'd': 0.7346350889181051, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.345530303030303, 'Stressed Variance': 2827.135684567263, 'Stressed Steady State Time': 13.612200330271413}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.639999999999999,0.75,0.5,0.725,0.4875,0.5375,0.45,0.8625,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.022323876905889967, 'rho': 5930.793992296405, 'd': 0.7346350889181051, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.345530303030303, 'Stressed Variance': 2827.135684567263, 'Stressed Steady State Time': 13.612200330271413}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.639999999999999,0.75,0.5,0.725,0.4875,0.5375,0.45,0.8625,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.022323876905889967, 'rho': 5930.793992296405, 'd': 0.7346350889181051, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399984868, 'rho': 1179.1338138056506, 'd': 0.7827636158617403, 'label': 1}]","({'Stressed Mean': 9.345530303030303, 'Stressed Variance': 2827.135684567263, 'Stressed Steady State Time': 13.612200330271413}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258603})",2.639999999999999,0.75,0.5,0.725,0.4875,0.5375,0.45,0.8625,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.02223949128203162, 'rho': 5953.275830160401, 'd': 0.7346358147580936, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849558, 'rho': 1179.1338138059896, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 9.763863636363636, 'Stressed Variance': 3371.348406284436, 'Stressed Steady State Time': 13.612186881050546}, {'Normal Mean': 9.70936090225564, 'Normal Variance': 1159.0194010953135, 'Normal Steady State Time': 12.775248871258544})",2.649999999999999,0.5875,0.6375,0.775,0.5875,0.725,0.45,0.875,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.02223949128203162, 'rho': 5953.275830160401, 'd': 0.7346358147580936, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849558, 'rho': 1179.1338138059896, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.36064393939394, 'Stressed Variance': 3202.902246555039, 'Stressed Steady State Time': 13.612186881050546}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.649999999999999,0.6625,0.5,0.75,0.475,0.55,0.45,0.925,0.8125
"[{'sigma_u': 18.0, 'sigma_b': 0.02223949128203162, 'rho': 5953.275830160401, 'd': 0.7346358147580936, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849558, 'rho': 1179.1338138059896, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.36064393939394, 'Stressed Variance': 3202.902246555039, 'Stressed Steady State Time': 13.612186881050546}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.649999999999999,0.6625,0.5,0.75,0.475,0.55,0.45,0.925,0.8125
"[{'sigma_u': 18.0, 'sigma_b': 0.02223949128203162, 'rho': 5953.275830160401, 'd': 0.7346358147580936, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849558, 'rho': 1179.1338138059896, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.36064393939394, 'Stressed Variance': 3202.902246555039, 'Stressed Steady State Time': 13.612186881050546}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.649999999999999,0.6625,0.5,0.75,0.475,0.55,0.45,0.925,0.8125
"[{'sigma_u': 18.0, 'sigma_b': 0.02223949128203162, 'rho': 5953.275830160401, 'd': 0.7346358147580936, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849558, 'rho': 1179.1338138059896, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.36064393939394, 'Stressed Variance': 3202.902246555039, 'Stressed Steady State Time': 13.612186881050546}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.649999999999999,0.6625,0.5,0.75,0.475,0.55,0.45,0.925,0.8125
"[{'sigma_u': 18.0, 'sigma_b': 0.02223949128203162, 'rho': 5953.275830160401, 'd': 0.7346358147580936, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849558, 'rho': 1179.1338138059896, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.36064393939394, 'Stressed Variance': 3202.902246555039, 'Stressed Steady State Time': 13.612186881050546}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.649999999999999,0.6625,0.5,0.75,0.475,0.55,0.45,0.925,0.8125
"[{'sigma_u': 18.0, 'sigma_b': 0.02223949128203162, 'rho': 5953.275830160401, 'd': 0.7346358147580936, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849558, 'rho': 1179.1338138059896, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.36064393939394, 'Stressed Variance': 3202.902246555039, 'Stressed Steady State Time': 13.612186881050546}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.649999999999999,0.6625,0.5,0.75,0.475,0.55,0.45,0.925,0.8125
"[{'sigma_u': 18.0, 'sigma_b': 0.02223949128203162, 'rho': 5953.275830160401, 'd': 0.7346358147580936, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849558, 'rho': 1179.1338138059896, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.36064393939394, 'Stressed Variance': 3202.902246555039, 'Stressed Steady State Time': 13.612186881050546}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.649999999999999,0.6625,0.5,0.75,0.475,0.55,0.45,0.925,0.8125
"[{'sigma_u': 18.0, 'sigma_b': 0.02223949128203162, 'rho': 5953.275830160401, 'd': 0.7346358147580936, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849558, 'rho': 1179.1338138059896, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.36064393939394, 'Stressed Variance': 3202.902246555039, 'Stressed Steady State Time': 13.612186881050546}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.649999999999999,0.6625,0.5,0.75,0.475,0.55,0.45,0.925,0.8125
"[{'sigma_u': 18.0, 'sigma_b': 0.02223949128203162, 'rho': 5953.275830160401, 'd': 0.7346358147580936, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849558, 'rho': 1179.1338138059896, 'd': 0.7827636158617439, 'label': 1}]","({'Stressed Mean': 10.36064393939394, 'Stressed Variance': 3202.902246555039, 'Stressed Steady State Time': 13.612186881050546}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258544})",2.649999999999999,0.6625,0.5,0.75,0.475,0.55,0.45,0.925,0.8125
"[{'sigma_u': 18.0, 'sigma_b': 0.02215574122838347, 'rho': 5975.7576175588665, 'd': 0.7346365351446036, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.470075757575758, 'Stressed Variance': 3361.865771206382, 'Stressed Steady State Time': 13.612173532904446}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",2.659999999999999,0.725,0.475,0.775,0.45,0.575,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.02215574122838347, 'rho': 5975.7576175588665, 'd': 0.7346365351446036, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.985340909090908, 'Stressed Variance': 3127.7999745049924, 'Stressed Steady State Time': 13.612173532904446}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",2.659999999999999,0.75,0.45,0.725,0.4375,0.575,0.45,0.9125,0.7875
