Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.19947355447926426, 'rho': 912.3752570600792, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.955223880597014, 'Stressed Variance': 473.86396524838494, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.3999999999999998,0.9125,0.5625,0.8875,0.5375,0.7125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.19947355447926426, 'rho': 912.3752570600792, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.955223880597014, 'Stressed Variance': 473.86396524838494, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.3999999999999998,0.9125,0.5625,0.8875,0.5375,0.7125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.19947355447926426, 'rho': 912.3752570600792, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.955223880597014, 'Stressed Variance': 473.86396524838494, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.3999999999999998,0.9125,0.5625,0.8875,0.5375,0.7125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.19947355447926426, 'rho': 912.3752570600792, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.955223880597014, 'Stressed Variance': 473.86396524838494, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.3999999999999998,0.9125,0.5625,0.8875,0.5375,0.7125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.19947355447926426, 'rho': 912.3752570600792, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.955223880597014, 'Stressed Variance': 473.86396524838494, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.3999999999999998,0.9125,0.5625,0.8875,0.5375,0.7125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.19947355447926426, 'rho': 912.3752570600792, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.955223880597014, 'Stressed Variance': 473.86396524838494, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.3999999999999998,0.9125,0.5625,0.8875,0.5375,0.7125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.19455722733265213, 'rho': 935.1776583666325, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.094514925373135, 'Stressed Variance': 498.017372899031, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4099999999999998,0.875,0.4875,0.825,0.525,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.19455722733265213, 'rho': 935.1776583666325, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.094514925373135, 'Stressed Variance': 498.017372899031, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4099999999999998,0.875,0.4875,0.825,0.525,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.19455722733265213, 'rho': 935.1776583666325, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.094514925373135, 'Stressed Variance': 498.017372899031, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4099999999999998,0.875,0.4875,0.825,0.525,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.19455722733265213, 'rho': 935.1776583666325, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.094514925373135, 'Stressed Variance': 498.017372899031, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4099999999999998,0.875,0.4875,0.825,0.525,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.19455722733265213, 'rho': 935.1776583666325, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.094514925373135, 'Stressed Variance': 498.017372899031, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4099999999999998,0.875,0.4875,0.825,0.525,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.19455722733265213, 'rho': 935.1776583666325, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.094514925373135, 'Stressed Variance': 498.017372899031, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4099999999999998,0.875,0.4875,0.825,0.525,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.19455722733265213, 'rho': 935.1776583666325, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.094514925373135, 'Stressed Variance': 498.017372899031, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4099999999999998,0.875,0.4875,0.825,0.525,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.19455722733265213, 'rho': 935.1776583666325, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.094514925373135, 'Stressed Variance': 498.017372899031, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4099999999999998,0.875,0.4875,0.825,0.525,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.19455722733265213, 'rho': 935.1776583666325, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.094514925373135, 'Stressed Variance': 498.017372899031, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4099999999999998,0.875,0.4875,0.825,0.525,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.19455722733265213, 'rho': 935.1776583666325, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.094514925373135, 'Stressed Variance': 498.017372899031, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4099999999999998,0.875,0.4875,0.825,0.525,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18987743453735725, 'rho': 957.9799452661522, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.144179104477612, 'Stressed Variance': 514.7292870126977, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4199999999999998,0.8375,0.625,0.825,0.6,0.65,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18987743453735725, 'rho': 957.9799452661522, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.144179104477612, 'Stressed Variance': 514.7292870126977, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4199999999999998,0.8375,0.625,0.825,0.6,0.65,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18987743453735725, 'rho': 957.9799452661522, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.144179104477612, 'Stressed Variance': 514.7292870126977, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4199999999999998,0.8375,0.625,0.825,0.6,0.65,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18987743453735725, 'rho': 957.9799452661522, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.144179104477612, 'Stressed Variance': 514.7292870126977, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4199999999999998,0.8375,0.625,0.825,0.6,0.65,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18987743453735725, 'rho': 957.9799452661522, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.144179104477612, 'Stressed Variance': 514.7292870126977, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4199999999999998,0.8375,0.625,0.825,0.6,0.65,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18987743453735725, 'rho': 957.9799452661522, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.144179104477612, 'Stressed Variance': 514.7292870126977, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4199999999999998,0.8375,0.625,0.825,0.6,0.65,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18987743453735725, 'rho': 957.9799452661522, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.144179104477612, 'Stressed Variance': 514.7292870126977, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4199999999999998,0.8375,0.625,0.825,0.6,0.65,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18987743453735725, 'rho': 957.9799452661522, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.144179104477612, 'Stressed Variance': 514.7292870126977, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4199999999999998,0.8375,0.625,0.825,0.6,0.65,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18987743453735725, 'rho': 957.9799452661522, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.144179104477612, 'Stressed Variance': 514.7292870126977, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4199999999999998,0.8375,0.625,0.825,0.6,0.65,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18987743453735725, 'rho': 957.9799452661522, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.144179104477612, 'Stressed Variance': 514.7292870126977, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4199999999999998,0.8375,0.625,0.825,0.6,0.65,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18541750535137383, 'rho': 980.7821257787207, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.24134328358209, 'Stressed Variance': 535.6647384940967, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4299999999999998,0.875,0.575,0.8875,0.5375,0.6,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18541750535137383, 'rho': 980.7821257787207, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.24134328358209, 'Stressed Variance': 535.6647384940967, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4299999999999998,0.875,0.575,0.8875,0.5375,0.6,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18541750535137383, 'rho': 980.7821257787207, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.24134328358209, 'Stressed Variance': 535.6647384940967, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4299999999999998,0.875,0.575,0.8875,0.5375,0.6,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18541750535137383, 'rho': 980.7821257787207, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.24134328358209, 'Stressed Variance': 535.6647384940967, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4299999999999998,0.875,0.575,0.8875,0.5375,0.6,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18541750535137383, 'rho': 980.7821257787207, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.24134328358209, 'Stressed Variance': 535.6647384940967, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4299999999999998,0.875,0.575,0.8875,0.5375,0.6,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18541750535137383, 'rho': 980.7821257787207, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.24134328358209, 'Stressed Variance': 535.6647384940967, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4299999999999998,0.875,0.575,0.8875,0.5375,0.6,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18541750535137383, 'rho': 980.7821257787207, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.24134328358209, 'Stressed Variance': 535.6647384940967, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4299999999999998,0.875,0.575,0.8875,0.5375,0.6,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18541750535137383, 'rho': 980.7821257787207, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.24134328358209, 'Stressed Variance': 535.6647384940967, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4299999999999998,0.875,0.575,0.8875,0.5375,0.6,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18541750535137383, 'rho': 980.7821257787207, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.24134328358209, 'Stressed Variance': 535.6647384940967, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4299999999999998,0.875,0.575,0.8875,0.5375,0.6,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18541750535137383, 'rho': 980.7821257787207, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.24134328358209, 'Stressed Variance': 535.6647384940967, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.4299999999999998,0.875,0.575,0.8875,0.5375,0.6,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18116229979146023, 'rho': 1003.5842071292939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.943992537313433, 'Stressed Variance': 521.1421989850189, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.43999999999999984,0.875,0.7,0.825,0.7,0.675,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18116229979146023, 'rho': 1003.5842071292939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.943992537313433, 'Stressed Variance': 521.1421989850189, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.43999999999999984,0.875,0.7,0.825,0.7,0.675,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18116229979146023, 'rho': 1003.5842071292939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.943992537313433, 'Stressed Variance': 521.1421989850189, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.43999999999999984,0.875,0.7,0.825,0.7,0.675,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18116229979146023, 'rho': 1003.5842071292939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.943992537313433, 'Stressed Variance': 521.1421989850189, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.43999999999999984,0.875,0.7,0.825,0.7,0.675,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18116229979146023, 'rho': 1003.5842071292939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.943992537313433, 'Stressed Variance': 521.1421989850189, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.43999999999999984,0.875,0.7,0.825,0.7,0.675,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18116229979146023, 'rho': 1003.5842071292939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.943992537313433, 'Stressed Variance': 521.1421989850189, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.43999999999999984,0.875,0.7,0.825,0.7,0.675,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18116229979146023, 'rho': 1003.5842071292939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.943992537313433, 'Stressed Variance': 521.1421989850189, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.43999999999999984,0.875,0.7,0.825,0.7,0.675,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18116229979146023, 'rho': 1003.5842071292939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.943992537313433, 'Stressed Variance': 521.1421989850189, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.43999999999999984,0.875,0.7,0.825,0.7,0.675,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18116229979146023, 'rho': 1003.5842071292939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.943992537313433, 'Stressed Variance': 521.1421989850189, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.43999999999999984,0.875,0.7,0.825,0.7,0.675,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18116229979146023, 'rho': 1003.5842071292939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.943992537313433, 'Stressed Variance': 521.1421989850189, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.43999999999999984,0.875,0.7,0.825,0.7,0.675,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1770980368648357, 'rho': 1026.3861959780818, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.301268656716418, 'Stressed Variance': 574.9106551069281, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.44999999999999984,0.7875,0.4875,0.8375,0.5,0.575,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1770980368648357, 'rho': 1026.3861959780818, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.301268656716418, 'Stressed Variance': 574.9106551069281, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.44999999999999984,0.7875,0.4875,0.8375,0.5,0.575,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1770980368648357, 'rho': 1026.3861959780818, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.301268656716418, 'Stressed Variance': 574.9106551069281, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.44999999999999984,0.7875,0.4875,0.8375,0.5,0.575,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1770980368648357, 'rho': 1026.3861959780818, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.301268656716418, 'Stressed Variance': 574.9106551069281, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",0.44999999999999984,0.7875,0.4875,0.8375,0.5,0.575,0.45
