alpha_off,alpha_on,beta,gamma_m,gamma_p,protein_degradation,fano_m,expected_fano_m
0.1,0.01,111.88888888888889,0.01,0.01,7.75,854.2772863430545,1119.8888888888887
0.1,0.01,222.77777777777777,0.01,0.01,1.0,1646.9342204355282,2228.7777777777774
0.1,0.01,222.77777777777777,10.0,10.0,10.0,20.189756033063233,2228.7777777777774
0.1,0.01,278.22222222222223,1.0,0.01,1.0,218.39511859250635,2783.222222222222
0.1,0.01,167.33333333333331,0.1,1.0,10.0,668.5817832532788,1674.333333333333
0.1,0.01,278.22222222222223,1.0,0.01,7.75,217.99605799889642,2783.222222222222
0.1,0.01,278.22222222222223,1.0,0.01,5.5,217.2425443125029,2783.222222222222
0.1,0.01,278.22222222222223,0.1,0.01,5.5,1086.9253696161109,2783.222222222222
0.1,0.01,167.33333333333331,0.1,1.0,3.25,663.3643446572373,1674.333333333333
0.1,0.01,167.33333333333331,0.1,1.0,7.75,658.4498295658609,1674.333333333333
0.1,0.01,278.22222222222223,1.0,0.01,3.25,218.00850970491862,2783.222222222222
0.1,0.01,278.22222222222223,0.1,0.1,5.5,1089.2449317396104,2783.222222222222
0.1,0.01,278.22222222222223,1.0,0.1,5.5,217.61901565011982,2783.222222222222
0.1,0.01,222.77777777777777,100.0,100.0,5.5,2.950872230326841,2228.7777777777774
0.1,0.01,278.22222222222223,0.1,0.1,3.25,1093.4188069581917,2783.222222222222
0.1,0.01,222.77777777777777,100.0,100.0,10.0,2.926618045398043,2228.7777777777774
0.1,0.01,167.33333333333331,0.1,1.0,5.5,668.9596783000957,1674.333333333333
0.1,0.01,278.22222222222223,1.0,0.1,3.25,218.37074872998542,2783.222222222222
0.1,0.01,222.77777777777777,100.0,100.0,3.25,2.9415769228778057,2228.7777777777774
0.1,0.01,167.33333333333331,0.1,1.0,1.0,664.220999870689,1674.333333333333
0.1,0.01,167.33333333333331,0.01,0.01,7.75,1271.079209019683,1674.333333333333
0.1,0.01,278.22222222222223,1.0,0.01,10.0,218.9578190600949,2783.222222222222
0.1,0.01,278.22222222222223,0.1,0.1,7.75,1095.3921664471472,2783.222222222222
0.1,0.01,278.22222222222223,1.0,0.1,7.75,218.56712616613606,2783.222222222222
0.1,0.01,278.22222222222223,0.1,0.1,10.0,1098.1664239133113,2783.222222222222
0.1,0.01,278.22222222222223,10.0,0.01,1.0,24.944471112500196,2783.222222222222
0.1,0.01,167.33333333333331,1.0,10.0,5.5,131.24306552271713,1674.333333333333
0.1,0.01,278.22222222222223,10.0,0.01,3.25,24.970889057972226,2783.222222222222
0.1,0.01,278.22222222222223,10.0,0.01,7.75,24.924174329204774,2783.222222222222
0.1,0.01,222.77777777777777,0.01,0.01,7.75,1616.5142910569925,2228.7777777777774
0.1,0.01,278.22222222222223,1.0,1.0,1.0,217.81078659843396,2783.222222222222
0.1,0.01,111.88888888888889,1.0,10.0,7.75,88.33644946211763,1119.8888888888887
0.1,0.01,278.22222222222223,1.0,1.0,3.25,218.85114394236172,2783.222222222222
0.1,0.01,278.22222222222223,10.0,0.01,5.5,24.959302272245083,2783.222222222222
0.1,0.01,278.22222222222223,1.0,0.1,1.0,217.43842044920441,2783.222222222222
0.1,0.01,167.33333333333331,10.0,100.0,1.0,15.406813262962482,1674.333333333333
0.1,0.01,278.22222222222223,10.0,0.01,10.0,24.948183118788773,2783.222222222222
0.1,0.01,278.22222222222223,10.0,0.1,7.75,25.007076210355823,2783.222222222222
0.1,0.01,278.22222222222223,1.0,0.1,10.0,218.24551031984686,2783.222222222222
0.1,0.01,278.22222222222223,1.0,1.0,5.5,218.09868555403867,2783.222222222222
0.1,0.01,278.22222222222223,10.0,0.1,3.25,24.90471989605691,2783.222222222222
0.1,0.01,222.77777777777777,0.01,0.01,3.25,1628.9926421306739,2228.7777777777774
0.1,0.01,278.22222222222223,1.0,1.0,7.75,217.68250629964257,2783.222222222222
0.1,0.01,222.77777777777777,0.01,0.01,10.0,1638.0156826202758,2228.7777777777774
0.1,0.01,278.22222222222223,10.0,0.1,10.0,24.976985320906863,2783.222222222222
0.1,0.01,278.22222222222223,10.0,1.0,3.25,24.967873707490067,2783.222222222222
0.1,0.01,167.33333333333331,0.01,0.01,3.25,1268.3547687752912,1674.333333333333
0.1,0.01,278.22222222222223,10.0,1.0,5.5,24.99376515256766,2783.222222222222
0.1,0.01,56.44444444444444,0.01,0.1,3.25,422.71603449983616,565.4444444444443
0.1,0.01,167.33333333333331,0.01,0.01,10.0,1246.1893637457822,1674.333333333333
0.1,0.01,278.22222222222223,10.0,1.0,10.0,25.050323226107576,2783.222222222222
0.1,0.01,111.88888888888889,1.0,10.0,10.0,88.25036351239707,1119.8888888888887
0.1,0.01,111.88888888888889,0.1,1.0,7.75,446.4933313411561,1119.8888888888887
0.1,0.01,278.22222222222223,100.0,0.01,1.0,3.4036185876833533,2783.222222222222
0.1,0.01,278.22222222222223,100.0,0.01,10.0,3.4432209418182187,2783.222222222222
0.1,0.01,278.22222222222223,100.0,0.01,5.5,3.444061875422782,2783.222222222222
0.1,0.01,278.22222222222223,0.1,0.1,1.0,1099.6611865233344,2783.222222222222
0.1,0.01,111.88888888888889,10.0,100.0,5.5,10.584077541562346,1119.8888888888887
0.1,0.01,111.88888888888889,0.1,1.0,10.0,444.5598251336058,1119.8888888888887
0.1,0.01,278.22222222222223,10.0,0.1,1.0,24.99379076600084,2783.222222222222
0.1,0.01,111.88888888888889,10.0,100.0,7.75,10.665897760375406,1119.8888888888887
0.1,0.01,56.44444444444444,0.01,0.1,1.0,413.987254867636,565.4444444444443
0.1,0.01,278.22222222222223,100.0,0.01,7.75,3.416330059096401,2783.222222222222
0.1,0.01,111.88888888888889,10.0,100.0,10.0,10.623712179743704,1119.8888888888887
0.1,0.01,56.44444444444444,0.01,0.1,10.0,417.76515120013624,565.4444444444443
0.1,0.01,278.22222222222223,100.0,0.1,5.5,3.43487476828397,2783.222222222222
0.1,0.01,278.22222222222223,10.0,0.1,5.5,25.01913379839787,2783.222222222222
0.1,0.01,278.22222222222223,100.0,0.1,7.75,3.4001847903340443,2783.222222222222
0.1,0.01,278.22222222222223,100.0,0.1,3.25,3.4093679340518768,2783.222222222222
0.1,0.01,278.22222222222223,10.0,1.0,1.0,25.03203111869997,2783.222222222222
0.1,0.01,278.22222222222223,100.0,0.1,10.0,3.4102766467801944,2783.222222222222
0.1,0.01,278.22222222222223,100.0,1.0,5.5,3.4234345841923117,2783.222222222222
0.1,0.01,278.22222222222223,10.0,1.0,7.75,24.934085287938633,2783.222222222222
0.1,0.01,278.22222222222223,100.0,1.0,3.25,3.408184333330854,2783.222222222222
0.1,0.01,278.22222222222223,10.0,10.0,5.5,24.962382042406826,2783.222222222222
0.1,0.01,278.22222222222223,10.0,10.0,10.0,24.954599615545845,2783.222222222222
0.1,0.01,278.22222222222223,100.0,10.0,1.0,3.4205633745609365,2783.222222222222
0.1,0.01,278.22222222222223,1.0,1.0,10.0,217.6659998809141,2783.222222222222
0.1,0.01,111.88888888888889,1.0,10.0,1.0,88.15071030352667,1119.8888888888887
0.1,0.01,278.22222222222223,100.0,0.1,1.0,3.426914580721778,2783.222222222222
0.1,0.01,278.22222222222223,100.0,1.0,10.0,3.4284060132165974,2783.222222222222
0.1,0.01,111.88888888888889,10.0,100.0,3.25,10.619852607357721,1119.8888888888887
0.1,0.01,278.22222222222223,100.0,0.01,3.25,3.4231039894224695,2783.222222222222
0.1,0.01,111.88888888888889,1.0,10.0,3.25,88.06591402518367,1119.8888888888887
0.1,0.01,278.22222222222223,100.0,1.0,1.0,3.3999718136647457,2783.222222222222
0.1,0.01,278.22222222222223,0.01,0.01,1.0,2055.9479890961316,2783.222222222222
0.1,0.01,278.22222222222223,100.0,1.0,7.75,3.4059336749304836,2783.222222222222
0.1,0.01,278.22222222222223,10.0,10.0,7.75,25.065870962090663,2783.222222222222
0.1,0.01,278.22222222222223,100.0,10.0,3.25,3.429630104113334,2783.222222222222
0.1,0.01,278.22222222222223,100.0,100.0,3.25,3.407010717656182,2783.222222222222
0.1,0.01,278.22222222222223,100.0,10.0,10.0,3.4205584213543108,2783.222222222222
0.1,0.01,278.22222222222223,100.0,100.0,5.5,3.4326702185745424,2783.222222222222
0.1,0.01,278.22222222222223,100.0,10.0,7.75,3.415758940544038,2783.222222222222
0.1,0.01,278.22222222222223,100.0,10.0,5.5,3.4030839280486447,2783.222222222222
0.1,0.01,278.22222222222223,100.0,100.0,1.0,3.4056547303994313,2783.222222222222
0.1,0.01,222.77777777777777,0.1,1.0,10.0,885.8329812335762,2228.7777777777774
0.1,0.01,278.22222222222223,10.0,10.0,1.0,24.97517795238812,2783.222222222222
0.1,0.01,278.22222222222223,100.0,100.0,7.75,3.429458188592646,2783.222222222222
0.1,0.01,278.22222222222223,10.0,10.0,3.25,24.941779240295713,2783.222222222222
0.1,0.01,333.66666666666663,0.1,0.01,5.5,1322.500828077716,3337.666666666666
0.1,0.01,167.33333333333331,1.0,10.0,10.0,131.35009929971648,1674.333333333333
0.1,0.01,222.77777777777777,10.0,100.0,10.0,20.26065659843341,2228.7777777777774
0.1,0.01,278.22222222222223,100.0,100.0,10.0,3.4125920785486175,2783.222222222222
0.1,0.01,222.77777777777777,0.01,0.01,5.5,1653.5730093500495,2228.7777777777774
0.1,0.01,333.66666666666663,0.1,0.01,3.25,1313.1792486426723,3337.666666666666
0.1,0.01,333.66666666666663,0.1,0.01,10.0,1334.367340076282,3337.666666666666
0.1,0.01,333.66666666666663,0.1,0.01,1.0,1307.1065177562095,3337.666666666666
0.1,0.01,167.33333333333331,10.0,100.0,3.25,15.414083554812395,1674.333333333333
0.1,0.01,333.66666666666663,0.1,0.01,7.75,1300.6458130498045,3337.666666666666
0.1,0.01,333.66666666666663,0.1,0.1,7.75,1321.7273614936428,3337.666666666666
0.1,0.01,333.66666666666663,0.1,0.1,3.25,1319.80398961279,3337.666666666666
0.1,0.01,56.44444444444444,0.01,0.1,7.75,417.86207069001796,565.4444444444443
0.1,0.01,167.33333333333331,10.0,100.0,5.5,15.438654726152002,1674.333333333333
0.1,0.01,167.33333333333331,1.0,10.0,7.75,131.4234138974024,1674.333333333333
0.1,0.01,167.33333333333331,10.0,100.0,10.0,15.43913450722934,1674.333333333333
0.1,0.01,167.33333333333331,10.0,100.0,7.75,15.415449786039952,1674.333333333333
0.1,0.01,167.33333333333331,1.0,10.0,1.0,131.91166082423487,1674.333333333333
0.1,0.01,222.77777777777777,10.0,100.0,7.75,20.20108398187244,2228.7777777777774
0.1,0.01,333.66666666666663,1.0,0.01,3.25,261.53003917026064,3337.666666666666
0.1,0.01,167.33333333333331,1.0,10.0,3.25,131.91225343935713,1674.333333333333
0.1,0.01,56.44444444444444,0.01,0.1,5.5,421.77497901190776,565.4444444444443
0.1,0.01,333.66666666666663,0.1,0.1,1.0,1316.7911836252483,3337.666666666666
0.1,0.01,333.66666666666663,1.0,0.01,5.5,261.3972598331822,3337.666666666666
0.1,0.01,333.66666666666663,1.0,0.01,7.75,262.0291863225847,3337.666666666666
0.1,0.01,222.77777777777777,10.0,100.0,3.25,20.22917214008893,2228.7777777777774
0.1,0.01,111.88888888888889,0.01,0.1,3.25,843.6075181472773,1119.8888888888887
0.1,0.01,333.66666666666663,1.0,0.1,10.0,260.61361594117284,3337.666666666666
0.1,0.01,333.66666666666663,0.1,0.1,10.0,1317.5688874141902,3337.666666666666
0.1,0.01,333.66666666666663,0.1,0.1,5.5,1309.4468515048827,3337.666666666666
0.1,0.01,278.22222222222223,0.01,0.01,10.0,2023.3079708277387,2783.222222222222
0.1,0.01,333.66666666666663,1.0,0.01,1.0,260.1742046727979,3337.666666666666
0.1,0.01,278.22222222222223,0.1,1.0,1.0,1083.3082959191363,2783.222222222222
0.1,0.01,111.88888888888889,0.01,0.1,5.5,823.7968443425152,1119.8888888888887
0.1,0.01,333.66666666666663,1.0,0.1,1.0,260.4766776899606,3337.666666666666
0.1,0.01,333.66666666666663,1.0,0.01,10.0,263.066435830267,3337.666666666666
0.1,0.01,278.22222222222223,0.01,0.01,5.5,2007.5303403073988,2783.222222222222
0.1,0.01,333.66666666666663,1.0,0.1,5.5,261.6278915680113,3337.666666666666
0.1,0.01,333.66666666666663,1.0,0.1,7.75,259.94578218763934,3337.666666666666
0.1,0.01,333.66666666666663,1.0,1.0,1.0,261.26391900355145,3337.666666666666
0.1,0.01,333.66666666666663,1.0,0.1,3.25,261.1646934256339,3337.666666666666
0.1,0.01,278.22222222222223,0.01,0.01,7.75,2100.207517223192,2783.222222222222
0.1,0.01,333.66666666666663,1.0,1.0,10.0,262.86600241656805,3337.666666666666
0.1,0.01,278.22222222222223,0.1,1.0,5.5,1087.2466641747337,2783.222222222222
0.1,0.01,222.77777777777777,0.1,1.0,5.5,888.2006215235704,2228.7777777777774
0.1,0.01,278.22222222222223,1.0,10.0,7.75,217.66956179778097,2783.222222222222
0.1,0.01,278.22222222222223,0.1,1.0,3.25,1093.7901993070525,2783.222222222222
0.1,0.01,278.22222222222223,1.0,10.0,1.0,217.42216273971127,2783.222222222222
0.1,0.01,222.77777777777777,0.1,1.0,7.75,883.1487852845717,2228.7777777777774
0.1,0.01,333.66666666666663,10.0,0.1,1.0,29.852261177462456,3337.666666666666
0.1,0.01,278.22222222222223,0.01,0.01,3.25,1998.7707213835738,2783.222222222222
0.1,0.01,333.66666666666663,1.0,1.0,3.25,261.1326485706713,3337.666666666666
0.1,0.01,333.66666666666663,10.0,0.1,7.75,29.79405390184007,3337.666666666666
0.1,0.01,333.66666666666663,0.01,0.01,7.75,2504.7955807969565,3337.666666666666
0.1,0.01,333.66666666666663,10.0,0.1,10.0,29.715189816910186,3337.666666666666
0.1,0.01,222.77777777777777,0.1,1.0,1.0,893.1582285530327,2228.7777777777774
0.1,0.01,222.77777777777777,0.1,1.0,3.25,885.71485663768,2228.7777777777774
0.1,0.01,222.77777777777777,10.0,100.0,1.0,20.272958182492275,2228.7777777777774
0.1,0.01,333.66666666666663,0.01,0.01,10.0,2547.0984440562133,3337.666666666666
0.1,0.01,333.66666666666663,10.0,1.0,5.5,29.804657495556917,3337.666666666666
0.1,0.01,333.66666666666663,10.0,0.01,1.0,29.756467687967486,3337.666666666666
0.1,0.01,333.66666666666663,10.0,0.01,7.75,29.750123583071595,3337.666666666666
0.1,0.01,333.66666666666663,10.0,0.01,3.25,29.74135345853144,3337.666666666666
0.1,0.01,333.66666666666663,1.0,1.0,7.75,260.80005835305127,3337.666666666666
0.1,0.01,278.22222222222223,10.0,100.0,1.0,25.094079813283813,2783.222222222222
0.1,0.01,333.66666666666663,10.0,1.0,7.75,29.858905683301924,3337.666666666666
0.1,0.01,222.77777777777777,1.0,10.0,10.0,174.12537572491175,2228.7777777777774
0.1,0.01,222.77777777777777,1.0,10.0,5.5,174.83344278415117,2228.7777777777774
0.1,0.01,278.22222222222223,10.0,100.0,10.0,25.023898593111127,2783.222222222222
0.1,0.01,333.66666666666663,10.0,1.0,3.25,29.693767976611216,3337.666666666666
0.1,0.01,333.66666666666663,10.0,0.01,10.0,29.88846682852684,3337.666666666666
0.1,0.01,222.77777777777777,1.0,10.0,7.75,175.2115413798173,2228.7777777777774
0.1,0.01,333.66666666666663,1.0,1.0,5.5,261.4883962821073,3337.666666666666
0.1,0.01,333.66666666666663,10.0,0.01,5.5,29.704533583633374,3337.666666666666
0.1,0.01,333.66666666666663,10.0,0.1,3.25,29.73859703249455,3337.666666666666
0.1,0.01,333.66666666666663,10.0,0.1,5.5,29.628447661072126,3337.666666666666
0.1,0.01,333.66666666666663,100.0,0.01,1.0,3.9071723850816773,3337.666666666666
0.1,0.01,278.22222222222223,10.0,100.0,3.25,25.04360469983061,2783.222222222222
0.1,0.01,222.77777777777777,1.0,10.0,3.25,174.44561259559808,2228.7777777777774
0.1,0.01,333.66666666666663,10.0,1.0,10.0,29.821313595856854,3337.666666666666
0.1,0.01,333.66666666666663,100.0,0.1,1.0,3.9265974999991347,3337.666666666666
0.1,0.01,222.77777777777777,1.0,10.0,1.0,174.47389600950717,2228.7777777777774
0.1,0.01,333.66666666666663,100.0,0.1,3.25,3.8984262151397475,3337.666666666666
0.1,0.01,278.22222222222223,10.0,100.0,5.5,24.98182124298862,2783.222222222222
0.1,0.01,333.66666666666663,100.0,0.1,10.0,3.8891973725295306,3337.666666666666
0.1,0.01,333.66666666666663,10.0,10.0,1.0,29.82264795296327,3337.666666666666
0.1,0.01,333.66666666666663,10.0,1.0,1.0,29.777469935970398,3337.666666666666
0.1,0.01,333.66666666666663,100.0,10.0,5.5,3.8837129088434836,3337.666666666666
0.1,0.01,56.44444444444444,1.0,100.0,10.0,45.352428329583255,565.4444444444443
0.1,0.01,333.66666666666663,100.0,1.0,1.0,3.8901905824619676,3337.666666666666
0.1,0.01,278.22222222222223,10.0,100.0,7.75,25.209308561275165,2783.222222222222
0.1,0.01,333.66666666666663,100.0,0.1,7.75,3.899124111552263,3337.666666666666
0.1,0.01,333.66666666666663,100.0,1.0,3.25,3.8965577319411815,3337.666666666666
0.1,0.01,222.77777777777777,10.0,100.0,5.5,20.24693050753063,2228.7777777777774
0.1,0.01,333.66666666666663,10.0,10.0,10.0,29.913443861693093,3337.666666666666
0.1,0.01,333.66666666666663,100.0,0.01,7.75,3.8964928597056674,3337.666666666666
0.1,0.01,333.66666666666663,100.0,0.01,3.25,3.9270424651667,3337.666666666666
0.1,0.01,333.66666666666663,100.0,0.01,10.0,3.90389809311382,3337.666666666666
0.1,0.01,333.66666666666663,100.0,0.01,5.5,3.8994885553337615,3337.666666666666
0.1,0.01,333.66666666666663,100.0,10.0,7.75,3.8800808565119134,3337.666666666666
0.1,0.01,333.66666666666663,10.0,10.0,7.75,29.984737258233753,3337.666666666666
0.1,0.01,333.66666666666663,100.0,1.0,7.75,3.9193494376377256,3337.666666666666
0.1,0.01,333.66666666666663,100.0,1.0,10.0,3.8978388317163253,3337.666666666666
0.1,0.01,333.66666666666663,100.0,0.1,5.5,3.8957437665334362,3337.666666666666
0.1,0.01,333.66666666666663,100.0,1.0,5.5,3.8927022383999805,3337.666666666666
0.1,0.01,333.66666666666663,100.0,10.0,3.25,3.9169503798424357,3337.666666666666
0.1,0.01,333.66666666666663,100.0,100.0,7.75,3.879004217540936,3337.666666666666
0.1,0.01,333.66666666666663,100.0,10.0,1.0,3.904861796741933,3337.666666666666
0.1,0.01,333.66666666666663,100.0,100.0,3.25,3.880514315418552,3337.666666666666
0.1,0.01,333.66666666666663,100.0,10.0,10.0,3.9140622164654784,3337.666666666666
0.1,0.01,56.44444444444444,0.1,10.0,3.25,223.06492027394424,565.4444444444443
0.1,0.01,333.66666666666663,100.0,100.0,10.0,3.919030719802567,3337.666666666666
0.1,0.01,333.66666666666663,10.0,10.0,5.5,29.753056958392634,3337.666666666666
0.1,0.01,333.66666666666663,10.0,10.0,3.25,29.678815165157097,3337.666666666666
0.1,0.01,278.22222222222223,0.1,1.0,10.0,1102.7715985483705,2783.222222222222
0.1,0.01,333.66666666666663,0.01,0.01,5.5,2414.5555757743814,3337.666666666666
0.1,0.01,56.44444444444444,1.0,100.0,7.75,45.160209147311086,565.4444444444443
0.1,0.01,167.33333333333331,0.01,0.1,3.25,1244.171569276073,1674.333333333333
0.1,0.01,167.33333333333331,0.01,0.1,7.75,1259.9104706580595,1674.333333333333
0.1,0.01,56.44444444444444,0.1,10.0,7.75,224.5186232177758,565.4444444444443
0.1,0.01,56.44444444444444,0.1,10.0,10.0,224.85920550475527,565.4444444444443
0.1,0.01,167.33333333333331,0.01,0.1,1.0,1277.707384387998,1674.333333333333
0.1,0.01,167.33333333333331,0.01,0.1,5.5,1265.5743512463873,1674.333333333333
0.1,0.01,333.66666666666663,0.1,1.0,5.5,1309.9924014215105,3337.666666666666
0.1,0.01,167.33333333333331,0.01,0.1,10.0,1274.5059643656537,1674.333333333333
0.1,0.01,333.66666666666663,0.01,0.01,1.0,2444.5591370026978,3337.666666666666
0.1,0.01,389.1111111111111,0.1,0.01,5.5,1533.0018356512585,3892.111111111111
0.1,0.01,389.1111111111111,0.1,0.01,3.25,1532.6204351737813,3892.111111111111
0.1,0.01,278.22222222222223,1.0,10.0,3.25,218.9658210555583,2783.222222222222
0.1,0.01,333.66666666666663,100.0,100.0,1.0,3.8890909849513826,3337.666666666666
0.1,0.01,56.44444444444444,0.1,10.0,1.0,225.61456107630673,565.4444444444443
0.1,0.01,333.66666666666663,0.01,0.01,3.25,2487.351714774211,3337.666666666666
0.1,0.01,389.1111111111111,0.1,0.01,1.0,1535.7479407774533,3892.111111111111
0.1,0.01,333.66666666666663,100.0,100.0,5.5,3.8906061897794455,3337.666666666666
0.1,0.01,389.1111111111111,0.1,0.01,10.0,1526.6435811009994,3892.111111111111
0.1,0.01,333.66666666666663,0.1,1.0,3.25,1313.8727010501423,3337.666666666666
0.1,0.01,389.1111111111111,0.1,0.01,7.75,1538.2682989461255,3892.111111111111
0.1,0.01,278.22222222222223,1.0,10.0,10.0,218.05561404086657,2783.222222222222
0.1,0.01,389.1111111111111,0.1,0.1,7.75,1534.3598721883097,3892.111111111111
0.1,0.01,389.1111111111111,0.1,0.1,5.5,1524.2087059247337,3892.111111111111
0.1,0.01,389.1111111111111,0.1,0.1,1.0,1518.4048184419207,3892.111111111111
0.1,0.01,278.22222222222223,0.1,1.0,7.75,1103.2912879026233,2783.222222222222
0.1,0.01,389.1111111111111,0.1,0.1,10.0,1523.9531468865403,3892.111111111111
0.1,0.01,111.88888888888889,0.01,0.1,7.75,845.094953301739,1119.8888888888887
0.1,0.01,389.1111111111111,1.0,0.01,3.25,304.7519257873612,3892.111111111111
0.1,0.01,278.22222222222223,1.0,10.0,5.5,218.6647487949879,2783.222222222222
0.1,0.01,389.1111111111111,1.0,0.01,1.0,304.2583717997403,3892.111111111111
0.1,0.01,389.1111111111111,0.1,0.1,3.25,1525.6718855767092,3892.111111111111
0.1,0.01,389.1111111111111,1.0,0.01,10.0,303.7892972712762,3892.111111111111
0.1,0.01,389.1111111111111,1.0,0.1,1.0,305.32737460523356,3892.111111111111
0.1,0.01,389.1111111111111,1.0,0.01,7.75,304.2587130814257,3892.111111111111
0.1,0.01,389.1111111111111,1.0,0.1,7.75,304.28621058855776,3892.111111111111
0.1,0.01,389.1111111111111,1.0,0.1,3.25,303.34631234598834,3892.111111111111
0.1,0.01,389.1111111111111,1.0,0.1,5.5,306.00076824835,3892.111111111111
0.1,0.01,389.1111111111111,1.0,0.1,10.0,304.9735098462312,3892.111111111111
0.1,0.01,389.1111111111111,1.0,0.01,5.5,303.4745508247992,3892.111111111111
0.1,0.01,389.1111111111111,1.0,1.0,1.0,305.4102490188791,3892.111111111111
0.1,0.01,333.66666666666663,1.0,10.0,1.0,262.01011675761566,3337.666666666666
0.1,0.01,111.88888888888889,0.01,0.1,1.0,858.8607266448364,1119.8888888888887
0.1,0.01,389.1111111111111,0.01,0.01,3.25,2849.3228218112195,3892.111111111111
0.1,0.01,333.66666666666663,1.0,10.0,5.5,261.5141319780032,3337.666666666666
