alpha_off,alpha_on,beta,gamma_m,gamma_p,protein_degradation,fano_m,expected_fano_m
0.1,0.027825594022071243,56.44444444444444,0.1,100.0,3.25,178.98619811606451,565.4444444444443
0.1,0.027825594022071243,278.22222222222223,0.1,1.0,1.0,902.7067343352774,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,0.1,1.0,10.0,883.0200439379887,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,0.01,0.1,10.0,1774.5786019792597,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,0.1,1.0,7.75,889.8542946538637,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,0.01,0.1,1.0,1736.0108547995073,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,0.01,0.1,5.5,1745.3362318526176,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,0.01,0.1,3.25,1748.5420765375773,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,0.1,1.0,5.5,885.64835382292,2783.222222222222
0.1,0.027825594022071243,56.44444444444444,0.1,100.0,7.75,178.61090357645452,565.4444444444443
0.1,0.027825594022071243,222.77777777777777,1.0,100.0,3.25,149.19412716521575,2228.7777777777774
0.1,0.027825594022071243,222.77777777777777,0.1,10.0,1.0,713.9354264967644,2228.7777777777774
0.1,0.027825594022071243,278.22222222222223,1.0,0.01,1.0,187.19503496193045,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,1.0,0.01,3.25,186.27080705394178,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,1.0,0.01,7.75,186.31859501339954,2783.222222222222
0.1,0.027825594022071243,167.33333333333331,1.0,100.0,1.0,111.85581419884882,1674.333333333333
0.1,0.027825594022071243,278.22222222222223,1.0,0.01,5.5,186.002939827478,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,1.0,0.01,10.0,186.33648400115905,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,1.0,0.1,1.0,185.82828504544378,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,0.1,1.0,3.25,875.843787171859,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,1.0,0.1,7.75,187.05576157201227,2783.222222222222
0.1,0.027825594022071243,222.77777777777777,0.1,10.0,7.75,713.1814657389973,2228.7777777777774
0.1,0.027825594022071243,278.22222222222223,1.0,0.1,5.5,187.27756192759648,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,1.0,0.1,10.0,187.30498157369115,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,1.0,0.1,3.25,185.92439080063,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,1.0,1.0,3.25,186.20123510725662,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,1.0,1.0,5.5,186.42095303630325,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,1.0,1.0,10.0,184.99602982046,2783.222222222222
0.1,0.027825594022071243,222.77777777777777,0.1,10.0,10.0,712.2766847199354,2228.7777777777774
0.1,0.027825594022071243,278.22222222222223,1.0,1.0,7.75,186.88531427426742,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,1.0,1.0,1.0,184.39273090446474,2783.222222222222
0.1,0.027825594022071243,222.77777777777777,0.1,10.0,5.5,711.1874847398523,2228.7777777777774
0.1,0.027825594022071243,222.77777777777777,1.0,100.0,7.75,148.53501904883657,2228.7777777777774
0.1,0.027825594022071243,278.22222222222223,0.01,0.1,7.75,1778.732260544166,2783.222222222222
0.1,0.01,111.88888888888889,0.1,100.0,5.5,438.41780771416876,1119.8888888888887
0.1,0.027825594022071243,278.22222222222223,10.0,0.01,1.0,21.688775411431767,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,0.01,3.25,21.560668887494618,2783.222222222222
0.1,0.01,278.22222222222223,0.01,1.0,5.5,2095.7013948575836,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,0.01,5.5,21.71023415136635,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,0.01,7.75,21.74200804764616,2783.222222222222
0.1,0.01,333.66666666666663,0.01,1.0,3.25,2508.108290068503,3337.666666666666
0.1,0.027825594022071243,278.22222222222223,10.0,0.01,10.0,21.909278658857758,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,0.1,3.25,21.591745600647997,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,0.1,1.0,21.839622065245567,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,1.0,10.0,3.25,187.13656527365825,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,0.1,7.75,21.926025417328336,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,1.0,10.0,7.75,186.61792378260722,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,0.1,5.5,21.827958392262758,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,1.0,10.0,5.5,185.69375946063343,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,0.1,10.0,21.603529830319765,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,1.0,1.0,21.737509252271018,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,1.0,3.25,21.71390601984548,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,1.0,5.5,21.718358677522158,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,1.0,10.0,21.914397081318324,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,1.0,7.75,21.615552948129828,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,10.0,5.5,21.824625312462455,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,10.0,3.25,21.775263665963834,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,10.0,1.0,21.757527110013935,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,10.0,7.75,21.501700431830535,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,1.0,10.0,10.0,185.89819925776507,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,10.0,10.0,21.98473056971052,2783.222222222222
0.1,0.01,278.22222222222223,0.01,1.0,10.0,2090.600626115951,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,0.01,1.0,3.09497544415213,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,0.01,3.25,3.0982972018346415,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,0.01,5.5,3.092765170540132,2783.222222222222
0.1,0.027825594022071243,111.88888888888889,0.01,1.0,1.0,698.2789945069983,1119.8888888888887
0.1,0.01,167.33333333333331,0.1,100.0,7.75,664.107361899509,1674.333333333333
0.1,0.027825594022071243,278.22222222222223,100.0,0.01,10.0,3.078744509295697,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,0.01,7.75,3.103064860433953,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,0.1,1.0,3.094389246332351,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,0.1,3.25,3.0946738696508516,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,0.1,5.5,3.09493346903259,2783.222222222222
0.1,0.027825594022071243,56.44444444444444,0.1,100.0,10.0,178.83210541415224,565.4444444444443
0.1,0.027825594022071243,278.22222222222223,100.0,1.0,3.25,3.091064903674687,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,1.0,5.5,3.1059807761803992,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,0.1,7.75,3.101694727535309,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,0.1,10.0,3.100500810701553,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,1.0,1.0,3.126131128596306,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,1.0,7.75,3.1006046460870516,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,1.0,10.0,3.0967206872112905,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,10.0,1.0,3.086324607440519,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,10.0,3.25,3.0877051558379383,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,10.0,5.5,3.1090877345119217,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,1.0,10.0,1.0,186.06649667000323,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,10.0,7.75,3.089816818366356,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,10.0,10.0,3.0910552724593985,2783.222222222222
0.1,0.01,389.1111111111111,0.01,1.0,1.0,3045.0915484754546,3892.111111111111
0.1,0.027825594022071243,278.22222222222223,100.0,100.0,3.25,3.0994407785820695,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,100.0,1.0,3.09174434771469,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,100.0,7.75,3.107360910898943,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,100.0,5.5,3.0658503867893083,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,100.0,100.0,10.0,3.088047119011499,2783.222222222222
0.1,0.01,167.33333333333331,0.1,100.0,1.0,653.5429445119186,1674.333333333333
0.1,0.027825594022071243,56.44444444444444,0.1,100.0,1.0,177.7404485540324,565.4444444444443
0.1,0.027825594022071243,278.22222222222223,10.0,100.0,3.25,21.74834894800165,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,100.0,5.5,21.604398218475836,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,100.0,10.0,21.728405537928182,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,10.0,100.0,1.0,21.756803724406385,2783.222222222222
0.1,0.027825594022071243,333.66666666666663,0.01,0.01,5.5,2059.720454827144,3337.666666666666
0.1,0.027825594022071243,222.77777777777777,1.0,100.0,10.0,148.68233135502592,2228.7777777777774
0.1,0.027825594022071243,278.22222222222223,10.0,100.0,7.75,21.77524348475411,2783.222222222222
0.1,0.027825594022071243,333.66666666666663,0.01,0.01,7.75,2101.2408093617164,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.01,0.01,10.0,2135.662030192063,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.01,0.01,1.0,2113.25678035937,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.01,0.01,3.25,2078.4496324145357,3337.666666666666
0.1,0.01,389.1111111111111,0.01,1.0,5.5,2947.5268070297125,3892.111111111111
0.1,0.01,389.1111111111111,0.01,1.0,7.75,2994.8772557121592,3892.111111111111
0.1,0.01,111.88888888888889,0.1,100.0,3.25,442.4832850055715,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.01,1.0,10.0,697.4450724029057,1119.8888888888887
0.1,0.027825594022071243,222.77777777777777,1.0,100.0,1.0,149.55571180546977,2228.7777777777774
0.1,0.027825594022071243,222.77777777777777,1.0,100.0,5.5,148.42988865991217,2228.7777777777774
0.1,0.027825594022071243,333.66666666666663,0.1,0.01,1.0,1061.2531886981267,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.1,0.01,3.25,1077.5031892091213,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.1,0.01,5.5,1067.2057520553747,3337.666666666666
0.1,0.027825594022071243,111.88888888888889,0.01,1.0,7.75,714.556820441445,1119.8888888888887
0.1,0.027825594022071243,333.66666666666663,0.1,0.01,7.75,1073.6423370823466,3337.666666666666
0.1,0.01,444.55555555555554,0.01,1.0,1.0,3440.217021629143,4446.555555555555
0.1,0.027825594022071243,333.66666666666663,0.1,0.01,10.0,1064.3245857946358,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.1,0.1,1.0,1075.33529425096,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.1,0.1,10.0,1046.9318851702485,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.1,0.1,5.5,1079.825053457326,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.1,0.1,3.25,1063.8873510450558,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.1,0.1,7.75,1074.106943194008,3337.666666666666
0.1,0.027825594022071243,56.44444444444444,0.1,100.0,5.5,179.05138480880953,565.4444444444443
0.1,0.01,111.88888888888889,0.1,100.0,7.75,439.2301381169583,1119.8888888888887
0.1,0.027825594022071243,333.66666666666663,0.1,1.0,1.0,1051.6906082226851,3337.666666666666
0.1,0.027825594022071243,278.22222222222223,0.1,10.0,3.25,893.0413464683475,2783.222222222222
0.1,0.027825594022071243,333.66666666666663,0.1,1.0,3.25,1070.4815609283694,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.01,0.1,7.75,2139.911885140886,3337.666666666666
0.1,0.01,167.33333333333331,0.1,100.0,3.25,659.6135284328724,1674.333333333333
0.1,0.01,389.1111111111111,0.01,1.0,10.0,2944.4045761075,3892.111111111111
0.1,0.027825594022071243,278.22222222222223,0.1,10.0,5.5,903.4303485933326,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,0.1,10.0,7.75,890.3510819675512,2783.222222222222
0.1,0.027825594022071243,333.66666666666663,0.1,1.0,10.0,1056.484934609234,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.1,1.0,5.5,1063.4557073298204,3337.666666666666
0.1,0.027825594022071243,278.22222222222223,0.1,10.0,1.0,892.7131354023337,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,0.1,10.0,10.0,890.3348996329917,2783.222222222222
0.1,0.027825594022071243,333.66666666666663,0.1,1.0,7.75,1078.3533614214598,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.01,0.1,1.0,2151.288345931618,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,1.0,0.01,1.0,224.33657325362498,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,1.0,0.01,3.25,222.22124356036883,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,1.0,0.01,5.5,223.7712890962527,3337.666666666666
0.1,0.01,56.44444444444444,0.01,10.0,1.0,428.01587260315205,565.4444444444443
0.1,0.01,444.55555555555554,0.01,1.0,5.5,3388.2451750252994,4446.555555555555
0.1,0.027825594022071243,333.66666666666663,1.0,0.01,7.75,222.89763297575544,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,1.0,0.01,10.0,222.05210389343122,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,1.0,0.1,3.25,223.2215856608146,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,1.0,0.1,1.0,223.6280538433827,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,1.0,0.1,5.5,223.0266666065152,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,1.0,0.1,7.75,220.47742873578918,3337.666666666666
0.1,0.027825594022071243,167.33333333333331,0.01,1.0,10.0,1048.0105995675513,1674.333333333333
0.1,0.027825594022071243,333.66666666666663,1.0,0.1,10.0,221.8508352067244,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,1.0,1.0,5.5,223.3854930543903,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,1.0,1.0,10.0,223.34791619352814,3337.666666666666
0.1,0.01,444.55555555555554,0.01,1.0,3.25,3321.4700051176587,4446.555555555555
0.1,0.027825594022071243,333.66666666666663,1.0,1.0,3.25,222.357925833203,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,1.0,1.0,1.0,224.70168046885263,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,1.0,1.0,7.75,222.38401675675357,3337.666666666666
0.1,0.027825594022071243,111.88888888888889,0.01,1.0,3.25,710.9910215065911,1119.8888888888887
0.1,0.027825594022071243,278.22222222222223,1.0,100.0,7.75,186.0570043688221,2783.222222222222
0.1,0.027825594022071243,333.66666666666663,10.0,0.01,1.0,25.81442101085059,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,0.01,3.25,25.85360426233097,3337.666666666666
0.1,0.01,167.33333333333331,0.1,100.0,10.0,651.7337638589846,1674.333333333333
0.1,0.027825594022071243,333.66666666666663,10.0,0.01,5.5,25.6046201696797,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,0.01,7.75,25.756116500447057,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,1.0,10.0,3.25,221.6587262984224,3337.666666666666
0.1,0.01,444.55555555555554,0.01,1.0,10.0,3456.280291963227,4446.555555555555
0.1,0.027825594022071243,333.66666666666663,1.0,10.0,1.0,222.6129695961585,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,0.01,10.0,25.855078697541327,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,0.1,3.25,26.07711501486113,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,0.1,1.0,25.77151741202275,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,0.1,5.5,25.737314282915467,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,0.1,7.75,25.62743333886201,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,0.1,10.0,25.70469299150305,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,1.0,10.0,7.75,221.81999910811442,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.01,0.1,10.0,2120.4353145661494,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,1.0,10.0,10.0,221.7157094388708,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,1.0,1.0,26.01046396154045,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,1.0,5.5,25.755719053190678,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,1.0,7.75,25.623799053040855,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,1.0,3.25,25.88431655568951,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,1.0,10.0,25.9766128358454,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,10.0,1.0,25.84360909856259,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,10.0,7.75,26.028761896604355,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,10.0,5.5,25.89483016019731,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,10.0,3.25,25.73954877662296,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,10.0,10.0,25.90918389952504,3337.666666666666
0.1,0.027825594022071243,278.22222222222223,1.0,100.0,3.25,187.2836676011729,2783.222222222222
0.1,0.027825594022071243,333.66666666666663,100.0,0.01,1.0,3.5211532354895283,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,0.01,5.5,3.4792975573468246,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,0.01,3.25,3.513980834997382,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.01,0.1,3.25,2103.385360658973,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,0.01,10.0,3.5477930515182172,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,0.01,7.75,3.519737987663747,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,0.1,1.0,3.51240928826755,3337.666666666666
0.1,0.027825594022071243,167.33333333333331,0.01,1.0,3.25,1050.2002054707636,1674.333333333333
0.1,0.027825594022071243,333.66666666666663,100.0,0.1,7.75,3.5074325623437193,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.01,0.1,5.5,2114.8615887627943,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,1.0,1.0,3.5005698191268833,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,0.1,3.25,3.50828085914798,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,0.1,5.5,3.516225450082146,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,0.1,10.0,3.5164155009906746,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,1.0,5.5,3.550557364517325,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,1.0,3.25,3.511572606738192,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,1.0,10.0,3.4964169644310936,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,1.0,7.75,3.5057323905817444,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,10.0,10.0,3.520366291076626,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,10.0,7.75,3.500579015155369,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,10.0,5.5,3.533205139452764,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,10.0,1.0,3.4877817214173503,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,10.0,3.25,3.498477557509703,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,100.0,1.0,3.5375404750315544,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,100.0,5.5,3.5194401985105146,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,100.0,7.75,3.500332476698889,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,1.0,10.0,5.5,223.4126832356522,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,100.0,3.25,3.5135304449868214,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,100.0,100.0,10.0,3.5053722292044824,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,100.0,1.0,25.961132192847955,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,100.0,5.5,25.66372700947099,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,100.0,7.75,25.917825681895792,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,10.0,100.0,10.0,26.05289915296964,3337.666666666666
0.1,0.01,444.55555555555554,0.01,1.0,7.75,3347.3149515002015,4446.555555555555
0.1,0.027825594022071243,389.1111111111111,0.01,0.01,5.5,2475.2258309691892,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,0.01,0.01,7.75,2483.106937861064,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,0.01,0.01,10.0,2481.9816179406007,3892.111111111111
0.1,0.027825594022071243,333.66666666666663,10.0,100.0,3.25,25.89236219333017,3337.666666666666
0.1,0.01,167.33333333333331,0.1,100.0,5.5,653.4777285825899,1674.333333333333
0.1,0.027825594022071243,278.22222222222223,1.0,100.0,1.0,185.84735904403342,2783.222222222222
0.1,0.027825594022071243,389.1111111111111,0.01,0.01,1.0,2444.4128167507056,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,0.01,0.01,3.25,2480.361947930823,3892.111111111111
0.1,0.01,56.44444444444444,0.01,10.0,5.5,438.7001133500433,565.4444444444443
0.1,0.01,500.0,0.01,1.0,1.0,3830.4344070008033,5001.0
0.1,0.027825594022071243,278.22222222222223,1.0,100.0,5.5,188.03171804435888,2783.222222222222
0.1,0.027825594022071243,167.33333333333331,0.01,1.0,5.5,1063.0228791228058,1674.333333333333
0.1,0.01,222.77777777777777,0.1,100.0,7.75,877.6327909102614,2228.7777777777774
0.1,0.01,222.77777777777777,0.1,100.0,5.5,879.3149012811771,2228.7777777777774
0.1,0.027825594022071243,389.1111111111111,0.1,0.01,1.0,1245.721618772929,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,0.1,0.01,5.5,1231.465646657953,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,0.1,0.01,7.75,1260.6450630892175,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,0.1,0.01,3.25,1245.923241974405,3892.111111111111
0.1,0.027825594022071243,278.22222222222223,1.0,100.0,10.0,186.20431140596358,2783.222222222222
0.1,0.027825594022071243,389.1111111111111,0.1,0.01,10.0,1258.2703162265198,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,0.01,0.1,7.75,2482.746918520332,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,0.1,0.1,5.5,1251.8308177676315,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,0.1,0.1,1.0,1246.2829243089716,3892.111111111111
0.1,0.01,56.44444444444444,0.01,10.0,10.0,426.5956450069943,565.4444444444443
0.1,0.027825594022071243,389.1111111111111,0.1,0.1,7.75,1263.6969374932744,3892.111111111111
0.1,0.01,56.44444444444444,0.01,10.0,3.25,431.18580679566435,565.4444444444443
0.1,0.027825594022071243,389.1111111111111,0.1,0.1,3.25,1248.144785237508,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,0.1,0.1,10.0,1234.3424057231905,3892.111111111111
0.1,0.027825594022071243,333.66666666666663,0.1,10.0,5.5,1070.6519394570619,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.1,10.0,3.25,1071.098754540904,3337.666666666666
0.1,0.01,500.0,0.01,1.0,5.5,3867.0978384844843,5001.0
0.1,0.01,500.0,0.01,1.0,3.25,3833.2771255393604,5001.0
0.1,0.027825594022071243,333.66666666666663,0.1,10.0,7.75,1076.541754239306,3337.666666666666
0.1,0.027825594022071243,333.66666666666663,0.1,10.0,10.0,1075.2721966247123,3337.666666666666
0.1,0.01,389.1111111111111,0.01,1.0,3.25,2972.6256648720446,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,0.1,1.0,3.25,1251.9055722588214,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,0.1,1.0,7.75,1267.1451226504196,3892.111111111111
0.1,0.01,500.0,0.01,1.0,10.0,3853.250777398549,5001.0
0.1,0.027825594022071243,389.1111111111111,0.1,1.0,1.0,1241.5360046331919,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,1.0,0.01,1.0,259.89124838037435,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,1.0,0.01,5.5,260.68851501843716,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,1.0,0.01,3.25,260.7160884631363,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,1.0,0.01,7.75,260.10091488676505,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,1.0,0.01,10.0,257.74726237619956,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,1.0,0.1,1.0,261.8283644243609,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,0.01,0.1,1.0,2529.870982781256,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,0.1,1.0,5.5,1229.5079806161016,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,1.0,0.1,10.0,259.43768521488965,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,1.0,0.1,5.5,258.3818118169985,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,1.0,0.1,3.25,258.9631223709321,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,1.0,0.1,7.75,258.6075033013413,3892.111111111111
0.1,0.027825594022071243,333.66666666666663,1.0,100.0,1.0,223.4200466743738,3337.666666666666
0.1,0.027825594022071243,389.1111111111111,0.1,1.0,10.0,1245.2155862450502,3892.111111111111
0.1,0.027825594022071243,222.77777777777777,0.01,1.0,5.5,1444.1020821741404,2228.7777777777774
0.1,0.027825594022071243,389.1111111111111,1.0,1.0,3.25,259.84388921175594,3892.111111111111
0.1,0.027825594022071243,111.88888888888889,0.1,100.0,3.25,358.90773564283666,1119.8888888888887
0.1,0.027825594022071243,389.1111111111111,1.0,1.0,1.0,258.74974964079547,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,1.0,1.0,10.0,260.24527514212656,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,1.0,1.0,5.5,257.9075827240272,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,1.0,1.0,7.75,257.6108093236401,3892.111111111111
0.1,0.027825594022071243,167.33333333333331,0.01,1.0,7.75,1048.5649059152674,1674.333333333333
0.1,0.027825594022071243,389.1111111111111,1.0,10.0,3.25,259.54348025119515,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,1.0,10.0,7.75,260.21356093027464,3892.111111111111
0.1,0.027825594022071243,389.1111111111111,10.0,0.01,1.0,29.723396335276632,3892.111111111111
