Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 0.9426647459346057, 'sigma_b': 0.05733525406539434, 'rho': 450.6063909891238, 'd': 0.2583563191085183, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 109.61401869158878, 'Stressed Variance': 38935.198308149185, 'Stressed Steady State Time': 38.706233447302154, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8400000000000012,1.0,1.8400000000000012,0.9625,0.55,0.9125,0.575,0.8625,0.45,0.6625,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.9426647459346057, 'sigma_b': 0.05733525406539434, 'rho': 450.6063909891238, 'd': 0.2583563191085183, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 109.61401869158878, 'Stressed Variance': 38935.198308149185, 'Stressed Steady State Time': 38.706233447302154, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8400000000000012,1.0,1.8400000000000012,0.9625,0.55,0.9125,0.575,0.8625,0.45,0.6625,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.9426647459346057, 'sigma_b': 0.05733525406539434, 'rho': 450.6063909891238, 'd': 0.2583563191085183, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 109.61401869158878, 'Stressed Variance': 38935.198308149185, 'Stressed Steady State Time': 38.706233447302154, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8400000000000012,1.0,1.8400000000000012,0.9625,0.55,0.9125,0.575,0.8625,0.45,0.6625,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.9426647459346057, 'sigma_b': 0.05733525406539434, 'rho': 450.6063909891238, 'd': 0.2583563191085183, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 109.61401869158878, 'Stressed Variance': 38935.198308149185, 'Stressed Steady State Time': 38.706233447302154, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8400000000000012,1.0,1.8400000000000012,0.9625,0.55,0.9125,0.575,0.8625,0.45,0.6625,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.9426647459346057, 'sigma_b': 0.05733525406539434, 'rho': 450.6063909891238, 'd': 0.2583563191085183, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 109.61401869158878, 'Stressed Variance': 38935.198308149185, 'Stressed Steady State Time': 38.706233447302154, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8400000000000012,1.0,1.8400000000000012,0.9625,0.55,0.9125,0.575,0.8625,0.45,0.6625,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.9426647459346057, 'sigma_b': 0.05733525406539434, 'rho': 450.6063909891238, 'd': 0.2583563191085183, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 109.61401869158878, 'Stressed Variance': 38935.198308149185, 'Stressed Steady State Time': 38.706233447302154, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8400000000000012,1.0,1.8400000000000012,0.9625,0.55,0.9125,0.575,0.8625,0.45,0.6625,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.9426647459346057, 'sigma_b': 0.05733525406539434, 'rho': 450.6063909891238, 'd': 0.2583563191085183, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 109.61401869158878, 'Stressed Variance': 38935.198308149185, 'Stressed Steady State Time': 38.706233447302154, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8400000000000012,1.0,1.8400000000000012,0.9625,0.55,0.9125,0.575,0.8625,0.45,0.6625,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.9426647459346057, 'sigma_b': 0.05733525406539434, 'rho': 450.6063909891238, 'd': 0.2583563191085183, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 109.61401869158878, 'Stressed Variance': 38935.198308149185, 'Stressed Steady State Time': 38.706233447302154, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8400000000000012,1.0,1.8400000000000012,0.9625,0.55,0.9125,0.575,0.8625,0.45,0.6625,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.9426647459346057, 'sigma_b': 0.05733525406539434, 'rho': 450.6063909891238, 'd': 0.2583563191085183, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 109.61401869158878, 'Stressed Variance': 38935.198308149185, 'Stressed Steady State Time': 38.706233447302154, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8400000000000012,1.0,1.8400000000000012,0.9625,0.55,0.9125,0.575,0.8625,0.45,0.6625,1.0,1.0,0.9875,1.0
"[{'sigma_u': 0.9432491801470123, 'sigma_b': 0.05675081985298764, 'rho': 455.2506868872338, 'd': 0.2583584971948629, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 102.24042056074767, 'Stressed Variance': 35913.6313101035, 'Stressed Steady State Time': 38.70590713514506, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8500000000000012,1.0,1.8500000000000012,0.9875,0.625,0.925,0.6125,0.875,0.45,0.7,0.9875,0.9875,0.95,0.9875
"[{'sigma_u': 0.9432491801470123, 'sigma_b': 0.05675081985298764, 'rho': 455.2506868872338, 'd': 0.2583584971948629, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 102.24042056074767, 'Stressed Variance': 35913.6313101035, 'Stressed Steady State Time': 38.70590713514506, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8500000000000012,1.0,1.8500000000000012,0.9875,0.625,0.925,0.6125,0.875,0.45,0.7,0.9875,0.9875,0.95,0.9875
"[{'sigma_u': 0.9432491801470123, 'sigma_b': 0.05675081985298764, 'rho': 455.2506868872338, 'd': 0.2583584971948629, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 102.24042056074767, 'Stressed Variance': 35913.6313101035, 'Stressed Steady State Time': 38.70590713514506, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8500000000000012,1.0,1.8500000000000012,0.9875,0.625,0.925,0.6125,0.875,0.45,0.7,0.9875,0.9875,0.95,0.9875
"[{'sigma_u': 0.9432491801470123, 'sigma_b': 0.05675081985298764, 'rho': 455.2506868872338, 'd': 0.2583584971948629, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 102.24042056074767, 'Stressed Variance': 35913.6313101035, 'Stressed Steady State Time': 38.70590713514506, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8500000000000012,1.0,1.8500000000000012,0.9875,0.625,0.925,0.6125,0.875,0.45,0.7,0.9875,0.9875,0.95,0.9875
"[{'sigma_u': 0.9432491801470123, 'sigma_b': 0.05675081985298764, 'rho': 455.2506868872338, 'd': 0.2583584971948629, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 102.24042056074767, 'Stressed Variance': 35913.6313101035, 'Stressed Steady State Time': 38.70590713514506, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8500000000000012,1.0,1.8500000000000012,0.9875,0.625,0.925,0.6125,0.875,0.45,0.7,0.9875,0.9875,0.95,0.9875
"[{'sigma_u': 0.9432491801470123, 'sigma_b': 0.05675081985298764, 'rho': 455.2506868872338, 'd': 0.2583584971948629, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 102.24042056074767, 'Stressed Variance': 35913.6313101035, 'Stressed Steady State Time': 38.70590713514506, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8500000000000012,1.0,1.8500000000000012,0.9875,0.625,0.925,0.6125,0.875,0.45,0.7,0.9875,0.9875,0.95,0.9875
"[{'sigma_u': 0.9432491801470123, 'sigma_b': 0.05675081985298764, 'rho': 455.2506868872338, 'd': 0.2583584971948629, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 102.24042056074767, 'Stressed Variance': 35913.6313101035, 'Stressed Steady State Time': 38.70590713514506, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8500000000000012,1.0,1.8500000000000012,0.9875,0.625,0.925,0.6125,0.875,0.45,0.7,0.9875,0.9875,0.95,0.9875
"[{'sigma_u': 0.9432491801470123, 'sigma_b': 0.05675081985298764, 'rho': 455.2506868872338, 'd': 0.2583584971948629, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 102.24042056074767, 'Stressed Variance': 35913.6313101035, 'Stressed Steady State Time': 38.70590713514506, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8500000000000012,1.0,1.8500000000000012,0.9875,0.625,0.925,0.6125,0.875,0.45,0.7,0.9875,0.9875,0.95,0.9875
"[{'sigma_u': 0.9432491801470123, 'sigma_b': 0.05675081985298764, 'rho': 455.2506868872338, 'd': 0.2583584971948629, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 102.24042056074767, 'Stressed Variance': 35913.6313101035, 'Stressed Steady State Time': 38.70590713514506, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8500000000000012,1.0,1.8500000000000012,0.9875,0.625,0.925,0.6125,0.875,0.45,0.7,0.9875,0.9875,0.95,0.9875
"[{'sigma_u': 0.9432491801470123, 'sigma_b': 0.05675081985298764, 'rho': 455.2506868872338, 'd': 0.2583584971948629, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 102.24042056074767, 'Stressed Variance': 35913.6313101035, 'Stressed Steady State Time': 38.70590713514506, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8500000000000012,1.0,1.8500000000000012,0.9875,0.625,0.925,0.6125,0.875,0.45,0.7,0.9875,0.9875,0.95,0.9875
"[{'sigma_u': 0.9438248922147631, 'sigma_b': 0.05617510778523699, 'rho': 459.9201504923637, 'd': 0.25836064026510946, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.65056074766355, 'Stressed Variance': 34958.2006024893, 'Stressed Steady State Time': 38.70558607432921, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8600000000000012,1.0,1.8600000000000012,0.9625,0.4875,0.925,0.5125,0.8125,0.45,0.975,1.0,0.9875,0.95,1.0
"[{'sigma_u': 0.9438248922147631, 'sigma_b': 0.05617510778523699, 'rho': 459.9201504923637, 'd': 0.25836064026510946, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.65056074766355, 'Stressed Variance': 34958.2006024893, 'Stressed Steady State Time': 38.70558607432921, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8600000000000012,1.0,1.8600000000000012,0.9625,0.4875,0.925,0.5125,0.8125,0.45,0.975,1.0,0.9875,0.95,1.0
"[{'sigma_u': 0.9438248922147631, 'sigma_b': 0.05617510778523699, 'rho': 459.9201504923637, 'd': 0.25836064026510946, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.65056074766355, 'Stressed Variance': 34958.2006024893, 'Stressed Steady State Time': 38.70558607432921, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8600000000000012,1.0,1.8600000000000012,0.9625,0.4875,0.925,0.5125,0.8125,0.45,0.975,1.0,0.9875,0.95,1.0
"[{'sigma_u': 0.9438248922147631, 'sigma_b': 0.05617510778523699, 'rho': 459.9201504923637, 'd': 0.25836064026510946, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.65056074766355, 'Stressed Variance': 34958.2006024893, 'Stressed Steady State Time': 38.70558607432921, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8600000000000012,1.0,1.8600000000000012,0.9625,0.4875,0.925,0.5125,0.8125,0.45,0.975,1.0,0.9875,0.95,1.0
"[{'sigma_u': 0.9438248922147631, 'sigma_b': 0.05617510778523699, 'rho': 459.9201504923637, 'd': 0.25836064026510946, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.65056074766355, 'Stressed Variance': 34958.2006024893, 'Stressed Steady State Time': 38.70558607432921, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8600000000000012,1.0,1.8600000000000012,0.9625,0.4875,0.925,0.5125,0.8125,0.45,0.975,1.0,0.9875,0.95,1.0
"[{'sigma_u': 0.9438248922147631, 'sigma_b': 0.05617510778523699, 'rho': 459.9201504923637, 'd': 0.25836064026510946, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.65056074766355, 'Stressed Variance': 34958.2006024893, 'Stressed Steady State Time': 38.70558607432921, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8600000000000012,1.0,1.8600000000000012,0.9625,0.4875,0.925,0.5125,0.8125,0.45,0.975,1.0,0.9875,0.95,1.0
"[{'sigma_u': 0.9438248922147631, 'sigma_b': 0.05617510778523699, 'rho': 459.9201504923637, 'd': 0.25836064026510946, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.65056074766355, 'Stressed Variance': 34958.2006024893, 'Stressed Steady State Time': 38.70558607432921, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8600000000000012,1.0,1.8600000000000012,0.9625,0.4875,0.925,0.5125,0.8125,0.45,0.975,1.0,0.9875,0.95,1.0
"[{'sigma_u': 0.9438248922147631, 'sigma_b': 0.05617510778523699, 'rho': 459.9201504923637, 'd': 0.25836064026510946, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.65056074766355, 'Stressed Variance': 34958.2006024893, 'Stressed Steady State Time': 38.70558607432921, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8600000000000012,1.0,1.8600000000000012,0.9625,0.4875,0.925,0.5125,0.8125,0.45,0.975,1.0,0.9875,0.95,1.0
"[{'sigma_u': 0.9438248922147631, 'sigma_b': 0.05617510778523699, 'rho': 459.9201504923637, 'd': 0.25836064026510946, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.65056074766355, 'Stressed Variance': 34958.2006024893, 'Stressed Steady State Time': 38.70558607432921, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8600000000000012,1.0,1.8600000000000012,0.9625,0.4875,0.925,0.5125,0.8125,0.45,0.975,1.0,0.9875,0.95,1.0
"[{'sigma_u': 0.9438248922147631, 'sigma_b': 0.05617510778523699, 'rho': 459.9201504923637, 'd': 0.25836064026510946, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.65056074766355, 'Stressed Variance': 34958.2006024893, 'Stressed Steady State Time': 38.70558607432921, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8600000000000012,1.0,1.8600000000000012,0.9625,0.4875,0.925,0.5125,0.8125,0.45,0.975,1.0,0.9875,0.95,1.0
"[{'sigma_u': 0.944392051406275, 'sigma_b': 0.05560794859372493, 'rho': 464.6147818783053, 'd': 0.2583627490657352, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.31009345794392, 'Stressed Variance': 36365.39206634641, 'Stressed Steady State Time': 38.70527015276379, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8700000000000012,1.0,1.8700000000000012,0.9875,0.5375,0.9125,0.575,0.8,0.45,0.675,1.0,1.0,0.95,0.9875
"[{'sigma_u': 0.944392051406275, 'sigma_b': 0.05560794859372493, 'rho': 464.6147818783053, 'd': 0.2583627490657352, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.31009345794392, 'Stressed Variance': 36365.39206634641, 'Stressed Steady State Time': 38.70527015276379, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8700000000000012,1.0,1.8700000000000012,0.9875,0.5375,0.9125,0.575,0.8,0.45,0.675,1.0,1.0,0.95,0.9875
"[{'sigma_u': 0.944392051406275, 'sigma_b': 0.05560794859372493, 'rho': 464.6147818783053, 'd': 0.2583627490657352, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.31009345794392, 'Stressed Variance': 36365.39206634641, 'Stressed Steady State Time': 38.70527015276379, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8700000000000012,1.0,1.8700000000000012,0.9875,0.5375,0.9125,0.575,0.8,0.45,0.675,1.0,1.0,0.95,0.9875
"[{'sigma_u': 0.944392051406275, 'sigma_b': 0.05560794859372493, 'rho': 464.6147818783053, 'd': 0.2583627490657352, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.31009345794392, 'Stressed Variance': 36365.39206634641, 'Stressed Steady State Time': 38.70527015276379, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8700000000000012,1.0,1.8700000000000012,0.9875,0.5375,0.9125,0.575,0.8,0.45,0.675,1.0,1.0,0.95,0.9875
