Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 4.090595936873671, 'sigma_b': 2.0, 'rho': 72.50396127485975, 'd': 1.1904247470416884, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.868321678321678, 'Stressed Variance': 152.3910524279916, 'Stressed Steady State Time': 8.400363000560002}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2400000000000007,0.5,0.6200000000000003,0.925,0.525,0.9875,0.5125,0.4875,0.45,0.5875,0.5,0.9875,0.3,0.6625
"[{'sigma_u': 4.334300462959409, 'sigma_b': 2.0, 'rho': 74.82524777999505, 'd': 1.1812708951453246, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.917027972027974, 'Stressed Variance': 154.0992345236931, 'Stressed Steady State Time': 8.465458720008302}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2500000000000007,0.5,0.6250000000000003,0.925,0.4125,1.0,0.375,0.425,0.45,0.425,0.5,1.0,0.6,0.625
"[{'sigma_u': 4.334300462959409, 'sigma_b': 2.0, 'rho': 74.82524777999505, 'd': 1.1812708951453246, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.917027972027974, 'Stressed Variance': 154.0992345236931, 'Stressed Steady State Time': 8.465458720008302}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2500000000000007,0.5,0.6250000000000003,0.925,0.4125,1.0,0.375,0.425,0.45,0.425,0.5,1.0,0.6,0.625
"[{'sigma_u': 4.334300462959409, 'sigma_b': 2.0, 'rho': 74.82524777999505, 'd': 1.1812708951453246, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.917027972027974, 'Stressed Variance': 154.0992345236931, 'Stressed Steady State Time': 8.465458720008302}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2500000000000007,0.5,0.6250000000000003,0.925,0.4125,1.0,0.375,0.425,0.45,0.425,0.5,1.0,0.6,0.625
"[{'sigma_u': 4.334300462959409, 'sigma_b': 2.0, 'rho': 74.82524777999505, 'd': 1.1812708951453246, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.917027972027974, 'Stressed Variance': 154.0992345236931, 'Stressed Steady State Time': 8.465458720008302}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2500000000000007,0.5,0.6250000000000003,0.925,0.4125,1.0,0.375,0.425,0.45,0.425,0.5,1.0,0.6,0.625
"[{'sigma_u': 4.334300462959409, 'sigma_b': 2.0, 'rho': 74.82524777999505, 'd': 1.1812708951453246, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.917027972027974, 'Stressed Variance': 154.0992345236931, 'Stressed Steady State Time': 8.465458720008302}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2500000000000007,0.5,0.6250000000000003,0.925,0.4125,1.0,0.375,0.425,0.45,0.425,0.5,1.0,0.6,0.625
"[{'sigma_u': 4.334300462959409, 'sigma_b': 2.0, 'rho': 74.82524777999505, 'd': 1.1812708951453246, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.917027972027974, 'Stressed Variance': 154.0992345236931, 'Stressed Steady State Time': 8.465458720008302}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2500000000000007,0.5,0.6250000000000003,0.925,0.4125,1.0,0.375,0.425,0.45,0.425,0.5,1.0,0.6,0.625
"[{'sigma_u': 4.334300462959409, 'sigma_b': 2.0, 'rho': 74.82524777999505, 'd': 1.1812708951453246, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.917027972027974, 'Stressed Variance': 154.0992345236931, 'Stressed Steady State Time': 8.465458720008302}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2500000000000007,0.5,0.6250000000000003,0.925,0.4125,1.0,0.375,0.425,0.45,0.425,0.5,1.0,0.6,0.625
"[{'sigma_u': 4.334300462959409, 'sigma_b': 2.0, 'rho': 74.82524777999505, 'd': 1.1812708951453246, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.917027972027974, 'Stressed Variance': 154.0992345236931, 'Stressed Steady State Time': 8.465458720008302}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2500000000000007,0.5,0.6250000000000003,0.925,0.4125,1.0,0.375,0.425,0.45,0.425,0.5,1.0,0.6,0.625
"[{'sigma_u': 4.334300462959409, 'sigma_b': 2.0, 'rho': 74.82524777999505, 'd': 1.1812708951453246, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.917027972027974, 'Stressed Variance': 154.0992345236931, 'Stressed Steady State Time': 8.465458720008302}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2500000000000007,0.5,0.6250000000000003,0.925,0.4125,1.0,0.375,0.425,0.45,0.425,0.5,1.0,0.6,0.625
"[{'sigma_u': 4.334300462959409, 'sigma_b': 2.0, 'rho': 74.82524777999505, 'd': 1.1812708951453246, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.917027972027974, 'Stressed Variance': 154.0992345236931, 'Stressed Steady State Time': 8.465458720008302}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2500000000000007,0.5,0.6250000000000003,0.925,0.4125,1.0,0.375,0.425,0.45,0.425,0.5,1.0,0.6,0.625
"[{'sigma_u': 4.60054147089771, 'sigma_b': 2.0, 'rho': 77.37109636176326, 'd': 1.1721931708617894, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.907202797202796, 'Stressed Variance': 155.7867033644677, 'Stressed Steady State Time': 8.531017112689762}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2600000000000007,0.5,0.6300000000000003,0.9375,0.4375,0.9875,0.4875,0.525,0.45,0.4375,0.5,1.0,0.3375,0.5625
"[{'sigma_u': 4.60054147089771, 'sigma_b': 2.0, 'rho': 77.37109636176326, 'd': 1.1721931708617894, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.907202797202796, 'Stressed Variance': 155.7867033644677, 'Stressed Steady State Time': 8.531017112689762}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2600000000000007,0.5,0.6300000000000003,0.9375,0.4375,0.9875,0.4875,0.525,0.45,0.4375,0.5,1.0,0.3375,0.5625
"[{'sigma_u': 4.60054147089771, 'sigma_b': 2.0, 'rho': 77.37109636176326, 'd': 1.1721931708617894, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.907202797202796, 'Stressed Variance': 155.7867033644677, 'Stressed Steady State Time': 8.531017112689762}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2600000000000007,0.5,0.6300000000000003,0.9375,0.4375,0.9875,0.4875,0.525,0.45,0.4375,0.5,1.0,0.3375,0.5625
"[{'sigma_u': 4.60054147089771, 'sigma_b': 2.0, 'rho': 77.37109636176326, 'd': 1.1721931708617894, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.907202797202796, 'Stressed Variance': 155.7867033644677, 'Stressed Steady State Time': 8.531017112689762}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2600000000000007,0.5,0.6300000000000003,0.9375,0.4375,0.9875,0.4875,0.525,0.45,0.4375,0.5,1.0,0.3375,0.5625
"[{'sigma_u': 4.60054147089771, 'sigma_b': 2.0, 'rho': 77.37109636176326, 'd': 1.1721931708617894, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.907202797202796, 'Stressed Variance': 155.7867033644677, 'Stressed Steady State Time': 8.531017112689762}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2600000000000007,0.5,0.6300000000000003,0.9375,0.4375,0.9875,0.4875,0.525,0.45,0.4375,0.5,1.0,0.3375,0.5625
"[{'sigma_u': 4.60054147089771, 'sigma_b': 2.0, 'rho': 77.37109636176326, 'd': 1.1721931708617894, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.907202797202796, 'Stressed Variance': 155.7867033644677, 'Stressed Steady State Time': 8.531017112689762}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2600000000000007,0.5,0.6300000000000003,0.9375,0.4375,0.9875,0.4875,0.525,0.45,0.4375,0.5,1.0,0.3375,0.5625
"[{'sigma_u': 4.60054147089771, 'sigma_b': 2.0, 'rho': 77.37109636176326, 'd': 1.1721931708617894, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.907202797202796, 'Stressed Variance': 155.7867033644677, 'Stressed Steady State Time': 8.531017112689762}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2600000000000007,0.5,0.6300000000000003,0.9375,0.4375,0.9875,0.4875,0.525,0.45,0.4375,0.5,1.0,0.3375,0.5625
"[{'sigma_u': 4.60054147089771, 'sigma_b': 2.0, 'rho': 77.37109636176326, 'd': 1.1721931708617894, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.907202797202796, 'Stressed Variance': 155.7867033644677, 'Stressed Steady State Time': 8.531017112689762}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2600000000000007,0.5,0.6300000000000003,0.9375,0.4375,0.9875,0.4875,0.525,0.45,0.4375,0.5,1.0,0.3375,0.5625
"[{'sigma_u': 4.60054147089771, 'sigma_b': 2.0, 'rho': 77.37109636176326, 'd': 1.1721931708617894, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.907202797202796, 'Stressed Variance': 155.7867033644677, 'Stressed Steady State Time': 8.531017112689762}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2600000000000007,0.5,0.6300000000000003,0.9375,0.4375,0.9875,0.4875,0.525,0.45,0.4375,0.5,1.0,0.3375,0.5625
"[{'sigma_u': 4.60054147089771, 'sigma_b': 2.0, 'rho': 77.37109636176326, 'd': 1.1721931708617894, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.907202797202796, 'Stressed Variance': 155.7867033644677, 'Stressed Steady State Time': 8.531017112689762}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2600000000000007,0.5,0.6300000000000003,0.9375,0.4375,0.9875,0.4875,0.525,0.45,0.4375,0.5,1.0,0.3375,0.5625
"[{'sigma_u': 4.892466409784868, 'sigma_b': 2.0, 'rho': 80.17331100223355, 'd': 1.16320205621047, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.974265734265735, 'Stressed Variance': 158.64989718812657, 'Stressed Steady State Time': 8.596958668194272}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2700000000000007,0.5,0.6350000000000003,0.9375,0.4625,0.9875,0.4625,0.5375,0.45,0.4375,0.5,1.0,0.375,0.6625
"[{'sigma_u': 4.892466409784868, 'sigma_b': 2.0, 'rho': 80.17331100223355, 'd': 1.16320205621047, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.974265734265735, 'Stressed Variance': 158.64989718812657, 'Stressed Steady State Time': 8.596958668194272}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2700000000000007,0.5,0.6350000000000003,0.9375,0.4625,0.9875,0.4625,0.5375,0.45,0.4375,0.5,1.0,0.375,0.6625
"[{'sigma_u': 4.892466409784868, 'sigma_b': 2.0, 'rho': 80.17331100223355, 'd': 1.16320205621047, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.974265734265735, 'Stressed Variance': 158.64989718812657, 'Stressed Steady State Time': 8.596958668194272}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2700000000000007,0.5,0.6350000000000003,0.9375,0.4625,0.9875,0.4625,0.5375,0.45,0.4375,0.5,1.0,0.375,0.6625
"[{'sigma_u': 4.892466409784868, 'sigma_b': 2.0, 'rho': 80.17331100223355, 'd': 1.16320205621047, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.974265734265735, 'Stressed Variance': 158.64989718812657, 'Stressed Steady State Time': 8.596958668194272}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2700000000000007,0.5,0.6350000000000003,0.9375,0.4625,0.9875,0.4625,0.5375,0.45,0.4375,0.5,1.0,0.375,0.6625
"[{'sigma_u': 4.892466409784868, 'sigma_b': 2.0, 'rho': 80.17331100223355, 'd': 1.16320205621047, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.974265734265735, 'Stressed Variance': 158.64989718812657, 'Stressed Steady State Time': 8.596958668194272}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2700000000000007,0.5,0.6350000000000003,0.9375,0.4625,0.9875,0.4625,0.5375,0.45,0.4375,0.5,1.0,0.375,0.6625
"[{'sigma_u': 4.892466409784868, 'sigma_b': 2.0, 'rho': 80.17331100223355, 'd': 1.16320205621047, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.974265734265735, 'Stressed Variance': 158.64989718812657, 'Stressed Steady State Time': 8.596958668194272}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2700000000000007,0.5,0.6350000000000003,0.9375,0.4625,0.9875,0.4625,0.5375,0.45,0.4375,0.5,1.0,0.375,0.6625
"[{'sigma_u': 4.892466409784868, 'sigma_b': 2.0, 'rho': 80.17331100223355, 'd': 1.16320205621047, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.974265734265735, 'Stressed Variance': 158.64989718812657, 'Stressed Steady State Time': 8.596958668194272}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2700000000000007,0.5,0.6350000000000003,0.9375,0.4625,0.9875,0.4625,0.5375,0.45,0.4375,0.5,1.0,0.375,0.6625
"[{'sigma_u': 4.892466409784868, 'sigma_b': 2.0, 'rho': 80.17331100223355, 'd': 1.16320205621047, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.974265734265735, 'Stressed Variance': 158.64989718812657, 'Stressed Steady State Time': 8.596958668194272}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2700000000000007,0.5,0.6350000000000003,0.9375,0.4625,0.9875,0.4625,0.5375,0.45,0.4375,0.5,1.0,0.375,0.6625
"[{'sigma_u': 4.892466409784868, 'sigma_b': 2.0, 'rho': 80.17331100223355, 'd': 1.16320205621047, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.974265734265735, 'Stressed Variance': 158.64989718812657, 'Stressed Steady State Time': 8.596958668194272}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2700000000000007,0.5,0.6350000000000003,0.9375,0.4625,0.9875,0.4625,0.5375,0.45,0.4375,0.5,1.0,0.375,0.6625
"[{'sigma_u': 4.892466409784868, 'sigma_b': 2.0, 'rho': 80.17331100223355, 'd': 1.16320205621047, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.974265734265735, 'Stressed Variance': 158.64989718812657, 'Stressed Steady State Time': 8.596958668194272}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2700000000000007,0.5,0.6350000000000003,0.9375,0.4625,0.9875,0.4625,0.5375,0.45,0.4375,0.5,1.0,0.375,0.6625
"[{'sigma_u': 5.213826882558188, 'sigma_b': 2.0, 'rho': 83.26978925992334, 'd': 1.1543081171140326, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.97965034965035, 'Stressed Variance': 162.39601945816423, 'Stressed Steady State Time': 8.663198197896856}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2800000000000007,0.5,0.6400000000000003,0.95,0.4625,0.975,0.4125,0.5,0.45,0.4125,0.5,1.0,0.4125,0.65
"[{'sigma_u': 5.213826882558188, 'sigma_b': 2.0, 'rho': 83.26978925992334, 'd': 1.1543081171140326, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.97965034965035, 'Stressed Variance': 162.39601945816423, 'Stressed Steady State Time': 8.663198197896856}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2800000000000007,0.5,0.6400000000000003,0.95,0.4625,0.975,0.4125,0.5,0.45,0.4125,0.5,1.0,0.4125,0.65
"[{'sigma_u': 5.213826882558188, 'sigma_b': 2.0, 'rho': 83.26978925992334, 'd': 1.1543081171140326, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.97965034965035, 'Stressed Variance': 162.39601945816423, 'Stressed Steady State Time': 8.663198197896856}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2800000000000007,0.5,0.6400000000000003,0.95,0.4625,0.975,0.4125,0.5,0.45,0.4125,0.5,1.0,0.4125,0.65
"[{'sigma_u': 5.213826882558188, 'sigma_b': 2.0, 'rho': 83.26978925992334, 'd': 1.1543081171140326, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.97965034965035, 'Stressed Variance': 162.39601945816423, 'Stressed Steady State Time': 8.663198197896856}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.2800000000000007,0.5,0.6400000000000003,0.95,0.4625,0.975,0.4125,0.5,0.45,0.4125,0.5,1.0,0.4125,0.65
